,hhidpn,ragender
22118,205672020,2.female
22119,205674010,2.female
22120,205674020,1.male
22121,205676010,1.male
22122,205676020,2.female
22123,205677010,2.female
22124,205679010,1.male
22125,205679020,2.female
22126,205682010,2.female
22127,205683010,1.male
22128,205684010,1.male
22129,205686010,2.female
22130,205686020,1.male
22131,205687010,2.female
22132,205689010,1.male
22133,205689020,2.female
22134,205689021,1.male
22135,205690010,2.female
22136,205692010,1.male
22137,205692020,2.female
22138,205693010,2.female
22139,205695010,1.male
22140,205695020,2.female
22141,205696010,2.female
22142,205697010,1.male
22143,205699010,1.male
22144,205699020,2.female
22145,205701010,1.male
22146,205701020,2.female
22147,205702010,2.female
22148,205704010,1.male
22149,205704020,2.female
22150,205705010,2.female
22151,205706010,2.female
22152,205707010,2.female
22153,205708010,2.female
22154,205709010,2.female
22155,205710010,1.male
22156,205711010,2.female
22157,205712010,1.male
22158,205713010,1.male
22159,205715010,1.male
22160,205715020,2.female
22161,205717010,1.male
22162,205717020,2.female
22163,205718010,2.female
22164,205720010,1.male
22165,205720020,2.female
22166,205722010,1.male
22167,205722020,2.female
22168,205723010,2.female
22169,205724010,2.female
22170,205725010,2.female
22171,205726010,2.female
22172,205727010,2.female
22173,205728010,2.female
22174,205730010,1.male
22175,205730020,2.female
22176,205732010,1.male
22177,205732020,2.female
22178,205733010,2.female
22179,205734010,2.female
22180,205736010,1.male
22181,205736020,2.female
22182,205737010,1.male
22183,205738010,2.female
22184,205740010,1.male
22185,205740020,2.female
22186,205741010,2.female
22187,205742010,1.male
22188,205744010,2.female
22189,205744020,1.male
22190,205745010,2.female
22191,205746010,2.female
22192,205747010,2.female
22193,205748010,1.male
22194,205750010,1.male
22195,205750020,2.female
22196,205752010,2.female
22197,205752020,1.male
22198,205753010,2.female
22199,205755010,2.female
22200,205755020,1.male
22201,205757010,2.female
22202,205757020,1.male
22203,205758010,2.female
22204,205759010,2.female
22205,205761010,1.male
22206,205761020,2.female
22207,205762010,2.female
22208,205763010,2.female
22209,205764010,1.male
22210,205765010,2.female
22211,205766010,1.male
22212,205768010,1.male
22213,205768020,2.female
22214,205769010,2.female
22215,205771010,1.male
22216,205771020,2.female
22217,205773010,2.female
22218,205773020,1.male
22219,205774010,2.female
22220,205776010,1.male
22221,205776020,2.female
22222,205778010,1.male
22223,205778020,2.female
22224,205779010,2.female
22225,205781010,1.male
22226,205781020,2.female
22227,205783010,1.male
22228,205783020,2.female
22229,205784010,2.female
22230,205786010,2.female
22231,205786020,1.male
22232,205787010,2.female
22233,205789010,2.female
22234,205789020,1.male
22235,205791010,1.male
22236,205792010,2.female
22237,205793010,2.female
22238,205794010,2.female
22239,205795010,2.female
22240,205796010,2.female
22241,205798010,1.male
22242,205798020,2.female
22243,205799010,2.female
22244,205800010,2.female
22245,205802010,2.female
22246,205802020,1.male
22247,205803010,2.female
22248,205805010,1.male
22249,205805020,2.female
22250,205806010,2.female
22251,205809010,1.male
22252,205809011,2.female
22253,205809020,2.female
22254,205811010,2.female
22255,205811020,1.male
22256,205811021,2.female
22257,205812010,2.female
22258,205814010,1.male
22259,205814020,2.female
22260,205816010,1.male
22261,205816020,2.female
22262,205817010,1.male
22263,205819010,1.male
22264,205819020,2.female
22265,205820010,2.female
22266,205821010,1.male
22267,205822010,2.female
22268,205823010,2.female
22269,205824010,2.female
22270,205826010,1.male
22271,205826020,2.female
22272,205827010,1.male
22273,205828010,2.female
22274,205830010,1.male
22275,205830020,2.female
22276,205831010,2.female
22277,205833010,1.male
22278,205833020,2.female
22279,205835010,1.male
22280,205835020,2.female
22281,205836010,2.female
22282,205838010,1.male
22283,205838020,2.female
22284,205839010,2.female
22285,205840010,2.female
22286,205842010,1.male
22287,205842020,2.female
22288,205844010,2.female
22289,205844020,1.male
22290,205847010,2.female
22291,205847020,1.male
22292,205848010,2.female
22293,205850010,1.male
22294,205850020,2.female
22295,205851010,2.female
22296,205852010,2.female
22297,205854010,2.female
22298,205854020,1.male
22299,205855010,2.female
22300,205856010,2.female
22301,205857010,2.female
22302,205858010,2.female
22303,205863010,1.male
22304,205863020,2.female
22305,205864010,2.female
22306,205864011,1.male
22307,205865010,1.male
22308,205865011,2.female
22309,205867010,1.male
22310,205867020,2.female
22311,205869010,1.male
22312,205869020,2.female
22313,205870020,2.female
22314,205871010,2.female
22315,205872010,2.female
22316,205874010,1.male
22317,205874020,2.female
22318,205876010,1.male
22319,205876020,2.female
22320,205877010,2.female
22321,205878010,2.female
22322,205879010,1.male
22323,205881010,1.male
22324,205881020,2.female
22325,205884010,1.male
22326,205884020,2.female
22327,205885010,2.female
22328,205886010,2.female
22329,205887010,2.female
22330,205890010,1.male
22331,205890020,2.female
22332,205892010,1.male
22333,205892020,2.female
22334,205893010,2.female
22335,205894010,2.female
22336,205896010,2.female
22337,205896020,1.male
22338,205898010,1.male
22339,205898020,2.female
22340,205900010,2.female
22341,205900020,1.male
22342,205902010,1.male
22343,205902020,2.female
22344,205903010,2.female
22345,205904010,2.female
22346,205906020,2.female
22347,205907010,2.female
22348,205908010,1.male
22349,205909010,2.female
22350,205910010,2.female
22351,205911010,2.female
22352,205912010,2.female
22353,205914010,1.male
22354,205914020,2.female
22355,205915010,2.female
22356,205916010,2.female
22357,205918010,2.female
22358,205918020,1.male
22359,205920010,1.male
22360,205920020,2.female
22361,205922010,1.male
22362,205922020,2.female
22363,205923010,2.female
22364,205924010,2.female
22365,205925010,2.female
22366,205927010,1.male
22367,205927020,2.female
22368,205928010,2.female
22369,205929020,1.male
22370,205931010,2.female
22371,205931020,1.male
22372,205932010,2.female
22373,205934010,1.male
22374,205934020,2.female
22375,205935010,2.female
22376,205936010,2.female
22377,205937010,2.female
22378,205938010,2.female
22379,205939010,1.male
22380,205940010,2.female
22381,205941010,2.female
22382,205942010,2.female
22383,205943010,2.female
22384,205944010,2.female
22385,205945010,2.female
22386,205946010,2.female
22387,205948010,2.female
22388,205948020,1.male
22389,205950010,2.female
22390,205950020,1.male
22391,205951010,1.male
22392,205953010,2.female
22393,205953020,1.male
22394,205955010,2.female
22395,205955020,1.male
22396,205957010,2.female
22397,205957020,1.male
22398,205958010,1.male
22399,205958020,2.female
22400,205960010,1.male
22401,205960020,2.female
22402,205961010,2.female
22403,205963010,1.male
22404,205963020,2.female
22405,205964010,1.male
22406,205966010,1.male
22407,205966011,2.female
22408,205966020,2.female
22409,205967010,2.female
22410,205968010,2.female
22411,205970010,2.female
22412,205970020,1.male
22413,205971010,2.female
22414,205972010,1.male
22415,205974010,2.female
22416,205974020,1.male
22417,205975010,2.female
22418,205976010,2.female
22419,205977010,1.male
22420,205979010,2.female
22421,205979020,1.male
22422,205981010,2.female
22423,205981020,1.male
22424,205982010,1.male
22425,205983010,1.male
22426,205984010,2.female
22427,205985010,2.female
22428,205987010,2.female
22429,205987020,1.male
22430,205989010,2.female
22431,205989020,1.male
22432,205990010,2.female
22433,205991010,2.female
22434,205992010,1.male
22435,205993010,2.female
22436,205994010,2.female
22437,205996010,1.male
22438,205996020,2.female
22439,205998010,1.male
22440,205998020,2.female
22441,206000010,2.female
22442,206000020,1.male
22443,206001010,2.female
22444,206003010,2.female
22445,206003020,1.male
22446,206005010,1.male
22447,206005020,2.female
22448,206006010,2.female
22449,206008010,1.male
22450,206008020,2.female
22451,206009010,2.female
22452,206010010,2.female
22453,206013010,2.female
22454,206013020,1.male
22455,206015010,2.female
22456,206015020,1.male
22457,206016010,2.female
22458,206017010,2.female
22459,206018010,2.female
22460,206018011,1.male
22461,206020010,2.female
22462,206020020,1.male
22463,206021010,2.female
22464,206022010,2.female
22465,206024010,2.female
22466,206024020,1.male
22467,206025010,2.female
22468,206027010,1.male
22469,206027020,2.female
22470,206029010,1.male
22471,206029020,2.female
22472,206030020,2.female
22473,206031010,2.female
22474,206033010,1.male
22475,206033020,2.female
22476,206034010,2.female
22477,206035010,2.female
22478,206036010,1.male
22479,206038010,2.female
22480,206038020,1.male
22481,206039010,2.female
22482,206041010,1.male
22483,206041020,2.female
22484,206042010,2.female
22485,206043010,2.female
22486,206044010,2.female
22487,206046010,2.female
22488,206046020,1.male
22489,206048010,1.male
22490,206048020,2.female
22491,206049010,2.female
22492,206051010,1.male
22493,206051020,2.female
22494,206052010,2.female
22495,206054010,2.female
22496,206054020,1.male
22497,206055010,2.female
22498,206056010,2.female
22499,206057010,1.male
22500,206059010,2.female
22501,206059020,1.male
22502,206060010,2.female
22503,206061010,2.female
22504,206063010,1.male
22505,206063020,2.female
22506,206065010,2.female
22507,206065020,1.male
22508,206067010,2.female
22509,206067020,1.male
22510,206068010,2.female
22511,206069010,2.female
22512,206070010,2.female
22513,206071010,2.female
22514,206073010,2.female
22515,206073020,1.male
22516,206075010,2.female
22517,206075020,1.male
22518,206077010,2.female
22519,206077020,1.male
22520,206079010,2.female
22521,206079020,1.male
22522,206080010,2.female
22523,206081010,2.female
22524,206082010,2.female
22525,206083010,2.female
22526,206084010,2.female
22527,206085010,1.male
22528,206086010,2.female
22529,206087010,1.male
22530,206088010,2.female
22531,206090010,2.female
22532,206090020,1.male
22533,206092010,2.female
22534,206092020,1.male
22535,206094010,2.female
22536,206094020,1.male
22537,206096010,1.male
22538,206096020,2.female
22539,206098010,1.male
22540,206098020,2.female
22541,206099010,2.female
22542,206101010,1.male
22543,206101020,2.female
22544,206103010,1.male
22545,206103020,2.female
22546,206104010,2.female
22547,206106010,1.male
22548,206106020,2.female
22549,206108010,2.female
22550,206108020,1.male
22551,206110010,2.female
22552,206110020,1.male
22553,206112010,1.male
22554,206112020,2.female
22555,206114010,1.male
22556,206114020,2.female
22557,206116010,1.male
22558,206116020,2.female
22559,206118010,2.female
22560,206118020,1.male
22561,206119010,2.female
22562,206120010,2.female
22563,206120011,1.male
22564,206121010,2.female
22565,206123010,2.female
22566,206123020,1.male
22567,206125010,1.male
22568,206125020,2.female
22569,206126010,1.male
22570,206128010,2.female
22571,206128020,1.male
22572,206130010,2.female
22573,206130020,1.male
22574,206132010,1.male
22575,206132020,2.female
22576,206133010,2.female
22577,206134010,2.female
22578,206136010,1.male
22579,206136020,2.female
22580,206137010,2.female
22581,206139010,1.male
22582,206139020,2.female
22583,206141010,1.male
22584,206141020,2.female
22585,206142010,2.female
22586,206143010,2.female
22587,206144010,2.female
22588,206145010,2.female
22589,206146010,2.female
22590,206147010,2.female
22591,206149010,2.female
22592,206149020,1.male
22593,206151010,2.female
22594,206151020,1.male
22595,206152010,2.female
22596,206153010,2.female
22597,206154010,1.male
22598,206156010,1.male
22599,206156020,2.female
22600,206157010,2.female
22601,206158010,2.female
22602,206159010,1.male
22603,206160020,1.male
22604,206161010,2.female
22605,206162010,2.female
22606,206164010,1.male
22607,206164020,2.female
22608,206165010,2.female
22609,206167010,2.female
22610,206167020,1.male
22611,206169010,1.male
22612,206169020,2.female
22613,206170020,2.female
22614,206171010,2.female
22615,206173010,1.male
22616,206173020,2.female
22617,206175010,2.female
22618,206175020,1.male
22619,206176010,2.female
22620,206178010,2.female
22621,206178020,1.male
22622,206179010,2.female
22623,206181010,2.female
22624,206181020,1.male
22625,206183010,1.male
22626,206183020,2.female
22627,206185010,1.male
22628,206185020,2.female
22629,206187010,1.male
22630,206187020,2.female
22631,206189010,2.female
22632,206189020,1.male
22633,206190010,2.female
22634,206192010,1.male
22635,206192020,2.female
22636,206194010,1.male
22637,206194020,2.female
22638,206196010,1.male
22639,206196020,2.female
22640,206198010,1.male
22641,206198020,2.female
22642,206199010,2.female
22643,206200010,1.male
22644,206202010,2.female
22645,206202020,1.male
22646,206204010,2.female
22647,206204020,1.male
22648,206206010,2.female
22649,206206020,1.male
22650,206208010,1.male
22651,206208020,2.female
22652,206210010,1.male
22653,206210020,2.female
22654,206211010,1.male
22655,206212010,2.female
22656,206214010,2.female
22657,206214020,1.male
22658,206215010,2.female
22659,206217010,2.female
22660,206217020,1.male
22661,206219010,1.male
22662,206219020,2.female
22663,206221010,1.male
22664,206221020,2.female
22665,206222010,2.female
22666,206223010,2.female
22667,206224010,2.female
22668,206225010,2.female
22669,206226010,1.male
22670,206228010,1.male
22671,206228020,2.female
22672,206230010,2.female
22673,206230020,1.male
22674,206231020,2.female
22675,206232010,2.female
22676,206234010,1.male
22677,206234020,2.female
22678,206235010,2.female
22679,206236010,1.male
22680,206238010,2.female
22681,206238020,1.male
22682,206239010,2.female
22683,206240010,2.female
22684,206241010,2.female
22685,206242010,1.male
22686,206242020,2.female
22687,206243010,2.female
22688,206245010,1.male
22689,206245020,2.female
22690,206246010,2.female
22691,206248010,1.male
22692,206248020,2.female
22693,206249010,2.female
22694,206250010,2.female
22695,206252010,2.female
22696,206252020,1.male
22697,206254010,1.male
22698,206254020,2.female
22699,206255010,2.female
22700,206256010,2.female
22701,206257010,2.female
22702,206259010,1.male
22703,206259020,2.female
22704,206260010,1.male
22705,206262010,2.female
22706,206262020,1.male
22707,206263010,2.female
22708,206264010,2.female
22709,206265010,2.female
22710,206267010,2.female
22711,206267020,1.male
22712,206268010,2.female
22713,206270010,2.female
22714,206270020,1.male
22715,206272010,1.male
22716,206272020,2.female
22717,206273010,2.female
22718,206275010,2.female
22719,206275020,1.male
22720,206277010,1.male
22721,206277020,2.female
22722,206278010,2.female
22723,206279010,2.female
22724,206281010,1.male
22725,206281020,2.female
22726,206282010,1.male
22727,206283010,2.female
22728,206284010,2.female
22729,206286010,1.male
22730,206286020,2.female
22731,206288010,1.male
22732,206288020,2.female
22733,206289010,1.male
22734,206290010,2.female
22735,206291010,2.female
22736,206292010,2.female
22737,206293010,2.female
22738,206294010,2.female
22739,206296010,1.male
22740,206296020,2.female
22741,206298010,2.female
22742,206298020,1.male
22743,206300010,1.male
22744,206300020,2.female
22745,206302010,1.male
22746,206302020,2.female
22747,206303010,2.female
22748,206303011,1.male
22749,206304010,2.female
22750,206305010,2.female
22751,206306010,2.female
22752,206308010,2.female
22753,206308020,1.male
22754,206310010,2.female
22755,206310020,1.male
22756,206311010,2.female
22757,206312010,2.female
22758,206313010,2.female
22759,206315010,1.male
22760,206315020,2.female
22761,206317010,2.female
22762,206317020,1.male
22763,206319010,1.male
22764,206319020,2.female
22765,206319021,1.male
22766,206321010,1.male
22767,206321020,2.female
22768,206322010,2.female
22769,206324010,1.male
22770,206324020,2.female
22771,206325010,2.female
22772,206326010,2.female
22773,206328010,1.male
22774,206328020,2.female
22775,206329010,1.male
22776,206329011,2.female
22777,206330010,2.female
22778,206331010,2.female
22779,206332010,2.female
22780,206333010,1.male
22781,206335010,1.male
22782,206335020,2.female
22783,206337010,2.female
22784,206337020,1.male
22785,206338010,2.female
22786,206339010,2.female
22787,206340010,2.female
22788,206341010,2.female
22789,206342010,2.female
22790,206343010,2.female
22791,206344010,2.female
22792,206346010,2.female
22793,206346020,1.male
22794,206347010,2.female
22795,206349010,1.male
22796,206349020,2.female
22797,206351010,1.male
22798,206351020,2.female
22799,206352010,2.female
22800,206354010,1.male
22801,206354020,2.female
22802,206356010,2.female
22803,206358010,1.male
22804,206358020,2.female
22805,206359010,2.female
22806,206361010,1.male
22807,206361020,2.female
22808,206362010,1.male
22809,206364010,2.female
22810,206364020,1.male
22811,206365010,2.female
22812,206367010,1.male
22813,206367020,2.female
22814,206368010,2.female
22815,206369010,2.female
22816,206371010,1.male
22817,206371020,2.female
22818,206372010,2.female
22819,206374010,1.male
22820,206374020,2.female
22821,206375010,1.male
22822,206376010,2.female
22823,206377010,2.female
22824,206378010,2.female
22825,206379010,2.female
22826,206380010,2.female
22827,206381010,2.female
22828,206382010,1.male
22829,206383010,2.female
22830,206385010,1.male
22831,206385020,2.female
22832,206386010,2.female
22833,206387010,2.female
22834,206388010,1.male
22835,206389010,2.female
22836,206390010,2.female
22837,206391010,2.female
22838,206392010,2.female
22839,206393010,2.female
22840,206395010,2.female
22841,206395020,1.male
22842,206397010,2.female
22843,206397020,1.male
22844,206400010,1.male
22845,206400020,2.female
22846,206401010,2.female
22847,206402010,2.female
22848,206403010,2.female
22849,206404010,2.female
22850,206406010,2.female
22851,206406020,1.male
22852,206408010,2.female
22853,206408020,1.male
22854,206409010,2.female
22855,206411010,1.male
22856,206411020,2.female
22857,206412010,2.female
22858,206413010,2.female
22859,206414010,2.female
22860,206416010,1.male
22861,206416020,2.female
22862,206418010,2.female
22863,206418020,1.male
22864,206420010,1.male
22865,206420020,2.female
22866,206421010,2.female
22867,206422010,2.female
22868,206424010,2.female
22869,206424020,1.male
22870,206426010,2.female
22871,206426020,1.male
22872,206427010,2.female
22873,206428010,2.female
22874,206430010,1.male
22875,206430020,2.female
22876,206431010,2.female
22877,206432010,2.female
22878,206433010,1.male
22879,206435010,1.male
22880,206435020,2.female
22881,206436010,2.female
22882,206438010,1.male
22883,206438020,2.female
22884,206439010,2.female
22885,206440010,1.male
22886,206441010,2.female
22887,206442010,2.female
22888,206443010,2.female
22889,206444010,1.male
22890,206446010,1.male
22891,206446020,2.female
22892,206447010,1.male
22893,206448010,2.female
22894,206449010,2.female
22895,206450010,2.female
22896,206451010,2.female
22897,206452010,2.female
22898,206454010,1.male
22899,206454020,2.female
22900,206455010,2.female
22901,206456010,2.female
22902,206457010,2.female
22903,206458010,1.male
22904,206460010,1.male
22905,206460020,2.female
22906,206461010,2.female
22907,206463010,1.male
22908,206463020,2.female
22909,206466010,2.female
22910,206468010,1.male
22911,206468020,2.female
22912,206469010,2.female
22913,206471010,1.male
22914,206471020,2.female
22915,206473010,2.female
22916,206473020,1.male
22917,206474010,2.female
22918,206475010,1.male
22919,206477010,1.male
22920,206477020,2.female
22921,206478010,2.female
22922,206479010,2.female
22923,206481010,2.female
22924,206481020,1.male
22925,206482010,2.female
22926,206483010,2.female
22927,206484010,2.female
22928,206485010,2.female
22929,206486010,2.female
22930,206487010,2.female
22931,206489010,2.female
22932,206489020,1.male
22933,206490010,1.male
22934,206492010,1.male
22935,206492020,2.female
22936,206493010,2.female
22937,206495010,1.male
22938,206495020,2.female
22939,206497010,1.male
22940,206497020,2.female
22941,206498010,1.male
22942,206500010,1.male
22943,206500020,2.female
22944,206501010,2.female
22945,206503010,2.female
22946,206503020,1.male
22947,206504010,1.male
22948,206506010,1.male
22949,206506020,2.female
22950,206507010,2.female
22951,206509010,2.female
22952,206509020,1.male
22953,206510010,2.female
22954,206512010,1.male
22955,206512020,2.female
22956,206514010,1.male
22957,206514020,2.female
22958,206515010,2.female
22959,206516010,2.female
22960,206517010,2.female
22961,206518010,1.male
22962,206519010,2.female
22963,206520010,2.female
22964,206522010,1.male
22965,206522020,2.female
22966,206524010,1.male
22967,206524020,2.female
22968,206525010,2.female
22969,206526010,2.female
22970,206527010,2.female
22971,206528010,2.female
22972,206529010,2.female
22973,206530010,1.male
22974,206531010,2.female
22975,206532010,2.female
22976,206534010,2.female
22977,206534020,1.male
22978,206535010,2.female
22979,206536010,2.female
22980,206537010,1.male
22981,206538010,1.male
22982,206539010,2.female
22983,206540010,2.female
22984,206541010,2.female
22985,206542010,2.female
22986,206543010,2.female
22987,206544010,2.female
22988,206545010,2.female
22989,206547010,2.female
22990,206547020,1.male
22991,206549010,1.male
22992,206549020,2.female
22993,206550010,1.male
22994,206551010,2.female
22995,206552010,2.female
22996,206553010,2.female
22997,206554010,2.female
22998,206556010,1.male
22999,206556020,2.female
23000,206558010,2.female
23001,206558020,1.male
23002,206560010,1.male
23003,206560020,2.female
23004,206562010,1.male
23005,206562020,2.female
23006,206564010,1.male
23007,206564020,2.female
23008,206565010,2.female
23009,206566010,1.male
23010,206567010,2.female
23011,206568020,2.female
23012,206569010,2.female
23013,206571010,1.male
23014,206571020,2.female
23015,206572010,2.female
23016,206573010,1.male
23017,206574010,2.female
23018,206576010,1.male
23019,206576020,2.female
23020,206578010,1.male
23021,206578020,2.female
23022,206579010,2.female
23023,206580010,1.male
23024,206581010,2.female
23025,206582010,2.female
23026,206583010,1.male
23027,206584010,2.female
23028,206586010,2.female
23029,206586020,1.male
23030,206588010,2.female
23031,206588020,1.male
23032,206589010,2.female
23033,206591010,1.male
23034,206591011,2.female
23035,206591020,2.female
23036,206593010,1.male
23037,206593020,2.female
23038,206594010,1.male
23039,206595010,1.male
23040,206596010,2.female
23041,206597010,1.male
23042,206598010,2.female
23043,206599010,1.male
23044,206600010,1.male
23045,206601010,2.female
23046,206602010,2.female
23047,206603010,1.male
23048,206605010,1.male
23049,206605020,2.female
23050,206606010,2.female
23051,206606011,1.male
23052,206608010,1.male
23053,206608020,2.female
23054,206610010,1.male
23055,206610020,2.female
23056,206612010,1.male
23057,206612020,2.female
23058,206612021,1.male
23059,206614010,1.male
23060,206614020,2.female
23061,206615010,2.female
23062,206616010,1.male
23063,206618010,1.male
23064,206618020,2.female
23065,206620010,2.female
23066,206620020,1.male
23067,206622010,2.female
23068,206622020,1.male
23069,206624010,1.male
23070,206624020,2.female
23071,206625010,2.female
23072,206627010,2.female
23073,206627020,1.male
23074,206629010,2.female
23075,206629020,1.male
23076,206631010,1.male
23077,206631020,2.female
23078,206633010,2.female
23079,206633020,1.male
23080,206634010,2.female
23081,206636010,1.male
23082,206636020,2.female
23083,206638010,2.female
23084,206638020,1.male
23085,206639010,1.male
23086,206641010,1.male
23087,206641020,2.female
23088,206643010,1.male
23089,206643020,2.female
23090,206645010,1.male
23091,206645020,2.female
23092,206647010,2.female
23093,206647020,1.male
23094,206648010,2.female
23095,206649010,1.male
23096,206651010,1.male
23097,206651020,2.female
23098,206653010,1.male
23099,206653020,2.female
23100,206655010,1.male
23101,206655020,2.female
23102,206657010,2.female
23103,206657020,1.male
23104,206659010,1.male
23105,206659020,2.female
23106,206660010,1.male
23107,206660011,2.female
23108,206661010,1.male
23109,206663010,1.male
23110,206663020,2.female
23111,206665010,1.male
23112,206665020,2.female
23113,206666010,2.female
23114,206667010,2.female
23115,206669010,1.male
23116,206669020,2.female
23117,206671010,2.female
23118,206671020,1.male
23119,206672010,2.female
23120,206674010,1.male
23121,206674011,2.female
23122,206674020,2.female
23123,206675010,2.female
23124,206676010,1.male
23125,206678010,2.female
23126,206678020,1.male
23127,206680010,1.male
23128,206680020,2.female
23129,206681010,2.female
23130,206684010,1.male
23131,206684020,2.female
23132,206686010,2.female
23133,206686020,1.male
23134,206688010,1.male
23135,206688020,2.female
23136,206689010,2.female
23137,206690010,1.male
23138,206692010,1.male
23139,206692020,2.female
23140,206693010,1.male
23141,206693011,2.female
23142,206695010,1.male
23143,206695020,2.female
23144,206696010,2.female
23145,206698010,1.male
23146,206698020,2.female
23147,206699010,2.female
23148,206700010,2.female
23149,206702010,1.male
23150,206702020,2.female
23151,206704010,1.male
23152,206704020,2.female
23153,206705010,1.male
23154,206705020,2.female
23155,206706010,2.female
23156,206707010,2.female
23157,206708020,2.female
23158,206709010,2.female
23159,206710010,1.male
23160,206711010,2.female
23161,206712010,2.female
23162,206714010,1.male
23163,206714020,2.female
23164,206716010,2.female
23165,206716020,1.male
23166,206717010,2.female
23167,206719010,1.male
23168,206719020,2.female
23169,206721010,2.female
23170,206721020,1.male
23171,206723010,1.male
23172,206723020,2.female
23173,206724010,2.female
23174,206726010,2.female
23175,206726020,1.male
23176,206727010,2.female
23177,206729010,1.male
23178,206729020,2.female
23179,206731010,1.male
23180,206731020,2.female
23181,206732020,2.female
23182,206733010,2.female
23183,206735010,1.male
23184,206735020,2.female
23185,206736010,2.female
23186,206737010,2.female
23187,206738010,2.female
23188,206740010,1.male
23189,206740011,2.female
23190,206740020,2.female
23191,206742010,1.male
23192,206742020,2.female
23193,206743010,2.female
23194,206744010,2.female
23195,206746010,1.male
23196,206746020,2.female
23197,206748010,1.male
23198,206748020,2.female
23199,206750010,1.male
23200,206750020,2.female
23201,206752010,1.male
23202,206752020,2.female
23203,206753010,2.female
23204,206755010,1.male
23205,206755020,2.female
23206,206756010,2.female
23207,206758010,1.male
23208,206758020,2.female
23209,206759010,2.female
23210,206760010,1.male
23211,206761020,2.female
23212,206763010,1.male
23213,206763020,2.female
23214,206763021,1.male
23215,206764010,2.female
23216,206766010,1.male
23217,206766020,2.female
23218,206768010,2.female
23219,206768020,1.male
23220,206769010,1.male
23221,206770010,2.female
23222,206772010,1.male
23223,206772020,2.female
23224,206773010,2.female
23225,206774010,2.female
23226,206775010,2.female
23227,206777010,1.male
23228,206777020,2.female
23229,206778010,2.female
23230,206780010,1.male
23231,206780020,2.female
23232,206782010,2.female
23233,206782020,1.male
23234,206783010,2.female
23235,206784010,2.female
23236,206786010,1.male
23237,206786020,2.female
23238,206788010,1.male
23239,206788020,2.female
23240,206789010,2.female
23241,206790010,2.female
23242,206791010,2.female
23243,206792010,2.female
23244,206794010,1.male
23245,206794020,2.female
23246,206795010,2.female
23247,206796010,2.female
23248,206798010,1.male
23249,206798020,2.female
23250,206799010,2.female
23251,206801010,1.male
23252,206802010,1.male
23253,206803010,1.male
23254,206804010,2.female
23255,206806010,2.female
23256,206806020,1.male
23257,206808010,2.female
23258,206809010,2.female
23259,206810010,2.female
23260,206811010,1.male
23261,206812010,2.female
23262,206813010,2.female
23263,206814010,2.female
23264,206815010,1.male
23265,206815011,2.female
23266,206816010,1.male
23267,206817010,2.female
23268,206819010,1.male
23269,206819020,2.female
23270,206821010,1.male
23271,206821020,2.female
23272,206823010,1.male
23273,206823020,2.female
23274,206824010,2.female
23275,206825010,2.female
23276,206826010,2.female
23277,206828010,1.male
23278,206828020,2.female
23279,206829010,2.female
23280,206831010,1.male
23281,206831020,2.female
23282,206832010,2.female
23283,206834010,1.male
23284,206834020,2.female
23285,206835010,2.female
23286,206836010,2.female
23287,206838010,2.female
23288,206838020,1.male
23289,206839010,2.female
23290,206840010,2.female
23291,206841010,2.female
23292,206842010,2.female
23293,206843010,2.female
23294,206844010,2.female
23295,206846010,1.male
23296,206846020,2.female
23297,206847010,2.female
23298,206848010,2.female
23299,206850010,1.male
23300,206850020,2.female
23301,206852010,2.female
23302,206852020,1.male
23303,206853010,2.female
23304,206854010,2.female
23305,206855010,2.female
23306,206857010,1.male
23307,206857020,2.female
23308,206858010,2.female
23309,206859010,2.female
23310,206860010,2.female
23311,206861010,2.female
23312,206862010,2.female
23313,206864010,2.female
23314,206864020,1.male
23315,206865010,2.female
23316,206865020,1.male
23317,206866010,2.female
23318,206867010,2.female
23319,206868010,2.female
23320,206869010,2.female
23321,206870010,2.female
23322,206871010,2.female
23323,206872010,2.female
23324,206874010,1.male
23325,206874020,2.female
23326,206876010,1.male
23327,206876020,2.female
23328,206877010,2.female
23329,206878010,1.male
23330,206880010,1.male
23331,206880020,2.female
23332,206882010,2.female
23333,206882020,1.male
23334,206884010,1.male
23335,206884020,2.female
23336,206886010,1.male
23337,206886020,2.female
23338,206887010,2.female
23339,206889010,2.female
23340,206889020,1.male
23341,206890010,1.male
23342,206891010,2.female
23343,206892010,2.female
23344,206893010,2.female
23345,206895010,2.female
23346,206895020,1.male
23347,206897010,1.male
23348,206897020,2.female
23349,206898010,2.female
23350,206900010,1.male
23351,206900020,2.female
23352,206901010,2.female
23353,206903010,1.male
23354,206903020,2.female
23355,206904010,2.female
23356,206905010,2.female
23357,206906010,2.female
23358,206908010,1.male
23359,206908020,2.female
23360,206909010,1.male
23361,206910010,2.female
23362,206912010,1.male
23363,206912020,2.female
23364,206914010,2.female
23365,206914020,1.male
23366,206915010,2.female
23367,206917010,2.female
23368,206917020,1.male
23369,206919010,2.female
23370,206919020,1.male
23371,206920010,2.female
23372,206921010,2.female
23373,206923010,1.male
23374,206923020,2.female
23375,206924010,2.female
23376,206927010,2.female
23377,206931010,2.female
23378,206931020,1.male
23379,206933010,1.male
23380,206933020,2.female
23381,206935010,2.female
23382,206935020,1.male
23383,206936010,2.female
23384,206938010,1.male
23385,206938020,2.female
23386,206939010,2.female
23387,206940010,2.female
23388,206942010,1.male
