,hhidpn,ragender
5025,38284010,1.male
5026,38292010,1.male
5027,38292020,2.female
5028,38292021,1.male
5029,38298010,1.male
5030,38298020,2.female
5031,38308010,1.male
5032,38308040,2.female
5033,38308041,1.male
5034,38308042,1.male
5035,38333010,1.male
5036,38333040,2.female
5037,38383010,2.female
5038,38383020,1.male
5039,38383021,2.female
5040,38394010,2.female
5041,38394020,1.male
5042,38405010,1.male
5043,38405040,2.female
5044,38406010,1.male
5045,38406020,2.female
5046,38420030,2.female
5047,38435010,2.female
5048,38435011,1.male
5049,38435012,1.male
5050,38446010,2.female
5051,38457010,1.male
5052,38475010,2.female
5053,38477010,1.male
5054,38477020,2.female
5055,38478010,1.male
5056,38496010,1.male
5057,38496020,2.female
5058,38509020,2.female
5059,38509030,1.male
5060,38510010,1.male
5061,38510040,2.female
5062,38511010,2.female
5063,38516020,2.female
5064,38516030,1.male
5065,38517010,2.female
5066,38520010,2.female
5067,38520011,1.male
5068,38523020,2.female
5069,38523030,1.male
5070,38524010,1.male
5071,38524020,2.female
5072,38525010,1.male
5073,38525040,2.female
5074,38530010,2.female
5075,38530020,1.male
5076,38531010,1.male
5077,38531020,2.female
5078,38532020,2.female
5079,38532030,1.male
5080,38533010,2.female
5081,38535010,1.male
5082,38535040,2.female
5083,38538010,1.male
5084,38538020,2.female
5085,38540010,2.female
5086,38547010,1.male
5087,38547020,2.female
5088,38548010,1.male
5089,38548040,2.female
5090,38571010,1.male
5091,38571040,2.female
5092,38577010,1.male
5093,38577020,2.female
5094,38599010,1.male
5095,38607020,2.female
5096,38615010,2.female
5097,38615020,1.male
5098,38616010,1.male
5099,38616040,2.female
5100,38622010,1.male
5101,38627010,1.male
5102,38641010,1.male
5103,38641020,2.female
5104,38666010,1.male
5105,38666020,2.female
5106,38668010,1.male
5107,38685020,2.female
5108,38685030,1.male
5109,38692010,2.female
5110,38692011,1.male
5111,38698010,2.female
5112,38698020,1.male
5113,38699020,2.female
5114,38699030,1.male
5115,38705010,1.male
5116,38705040,2.female
5117,38707010,1.male
5118,38709020,2.female
5119,38709030,1.male
5120,38717010,1.male
5121,38717040,2.female
5122,38720010,1.male
5123,38720020,2.female
5124,38738010,2.female
5125,38739010,2.female
5126,38739040,1.male
5127,38743010,1.male
5128,38743040,2.female
5129,38751020,1.male
5130,38751030,2.female
5131,38761010,1.male
5132,38761040,2.female
5133,38762010,1.male
5134,38762020,2.female
5135,38768010,1.male
5136,38768040,2.female
5137,38776010,2.female
5138,38776020,1.male
5139,38782010,2.female
5140,38784010,2.female
5141,38785010,2.female
5142,38789010,2.female
5143,38797010,2.female
5144,38806010,2.female
5145,38806040,1.male
5146,38811020,1.male
5147,38811030,2.female
5148,38815010,1.male
5149,38815020,2.female
5150,38862010,2.female
5151,38868010,2.female
5152,38868040,1.male
5153,38873010,1.male
5154,38873020,2.female
5155,38876010,1.male
5156,38876020,2.female
5157,38879020,1.male
5158,38879030,2.female
5159,38887010,1.male
5160,38887020,2.female
5161,38888010,1.male
5162,38888040,2.female
5163,38892010,1.male
5164,38892020,2.female
5165,38892021,1.male
5166,38893010,1.male
5167,38893020,2.female
5168,38916010,1.male
5169,38916011,2.female
5170,38916020,2.female
5171,38921010,1.male
5172,38921020,2.female
5173,38923010,1.male
5174,38923011,2.female
5175,38923020,2.female
5176,38923021,1.male
5177,38932010,1.male
5178,38932011,2.female
5179,38932020,2.female
5180,38934010,2.female
5181,38934011,1.male
5182,38934012,1.male
5183,38934020,1.male
5184,38938010,1.male
5185,38938020,2.female
5186,38939010,1.male
5187,38939040,2.female
5188,38950010,2.female
5189,38950040,1.male
5190,38951010,1.male
5191,38951040,2.female
5192,38961010,2.female
5193,38966010,1.male
5194,38977010,2.female
5195,38982010,2.female
5196,38999010,1.male
5197,38999020,2.female
5198,39003020,2.female
5199,39003030,1.male
5200,39005020,2.female
5201,39005030,1.male
5202,39010020,1.male
5203,39010030,2.female
5204,39047010,1.male
5205,39047040,2.female
5206,39053010,1.male
5207,39053020,2.female
5208,39058010,2.female
5209,39058020,1.male
5210,39059020,2.female
5211,39059021,1.male
5212,39059030,1.male
5213,39078020,2.female
5214,39078030,1.male
5215,39082010,1.male
5216,39082020,2.female
5217,39101010,2.female
5218,39101020,1.male
5219,39107010,1.male
5220,39107020,2.female
5221,39111010,2.female
5222,39115020,2.female
5223,39115030,1.male
5224,39136010,2.female
5225,39137010,1.male
5226,39137040,1.male
5227,39137041,1.male
5228,39138010,1.male
5229,39138040,2.female
5230,39141010,2.female
5231,39159010,2.female
5232,39159020,1.male
5233,39181010,1.male
5234,39181020,2.female
5235,39183010,1.male
5236,39183020,2.female
5237,39184010,1.male
5238,39184020,2.female
5239,39185010,1.male
5240,39185040,2.female
5241,39186010,2.female
5242,39186040,1.male
5243,39187020,2.female
5244,39187030,1.male
5245,39188010,2.female
5246,39189010,2.female
5247,39191020,2.female
5248,39191030,1.male
5249,39194010,1.male
5250,39196010,1.male
5251,39196040,2.female
5252,39199010,2.female
5253,39214010,1.male
5254,39219010,1.male
5255,39221010,2.female
5256,39221040,1.male
5257,39224010,1.male
5258,39231010,2.female
5259,39231020,1.male
5260,39233020,2.female
5261,39233030,1.male
5262,39246010,2.female
5263,39246040,1.male
5264,39256010,1.male
5265,39256020,2.female
5266,39257010,1.male
5267,39257020,2.female
5268,39258010,1.male
5269,39258020,2.female
5270,39260010,1.male
5271,39260020,2.female
5272,39268010,1.male
5273,39268011,2.female
5274,39268040,2.female
5275,39275010,1.male
5276,39275020,2.female
5277,39279010,1.male
5278,39279040,2.female
5279,39295020,2.female
5280,39295030,1.male
5281,39316010,1.male
5282,39316011,2.female
5283,39316040,2.female
5284,39319020,2.female
5285,39319030,1.male
5286,39339010,1.male
5287,39339020,2.female
5288,39340020,2.female
5289,39340030,1.male
5290,39341010,2.female
5291,39341040,1.male
5292,39348020,2.female
5293,39348030,1.male
5294,39357010,1.male
5295,39357040,2.female
5296,39358010,1.male
5297,39358020,2.female
5298,39361010,1.male
5299,39361040,2.female
5300,39369010,2.female
5301,39370010,1.male
5302,39370040,2.female
5303,39374010,2.female
5304,39378010,1.male
5305,39407010,2.female
5306,39407040,1.male
5307,39410010,1.male
5308,39411020,2.female
5309,39411030,1.male
5310,39419020,2.female
5311,39419030,1.male
5312,39430010,1.male
5313,39430020,2.female
5314,39437010,1.male
5315,39437040,2.female
5316,39463010,2.female
5317,39466020,1.male
5318,39466030,2.female
5319,39466031,1.male
5320,39469010,1.male
5321,39469020,2.female
5322,39471010,2.female
5323,39474010,1.male
5324,39474040,2.female
5325,39492010,2.female
5326,39505010,1.male
5327,39505020,2.female
5328,39512010,1.male
5329,39513010,1.male
5330,39513040,2.female
5331,39530010,1.male
5332,39530020,2.female
5333,39538020,1.male
5334,39538030,2.female
5335,39544010,1.male
5336,39544020,2.female
5337,39556010,1.male
5338,39556020,2.female
5339,39557010,2.female
5340,39557011,1.male
5341,39558010,2.female
5342,39558020,1.male
5343,39576010,1.male
5344,39576020,2.female
5345,39582010,1.male
5346,39582040,2.female
5347,39583010,2.female
5348,39583040,1.male
5349,39595020,1.male
5350,39595030,2.female
5351,39603010,1.male
5352,39603020,2.female
5353,39605010,2.female
5354,39605020,1.male
5355,39607020,1.male
5356,39607021,2.female
5357,39607030,2.female
5358,39607031,1.male
5359,39626010,2.female
5360,39629010,2.female
5361,39629020,1.male
5362,39648010,2.female
5363,39649020,1.male
5364,39649030,2.female
5365,39654010,1.male
5366,39654011,2.female
5367,39654040,2.female
5368,39662010,1.male
5369,39662020,2.female
5370,39670010,1.male
5371,39690010,2.female
5372,39690040,1.male
5373,39698010,2.female
5374,39703010,2.female
5375,39752010,1.male
5376,39752011,2.female
5377,39753020,1.male
5378,39753030,2.female
5379,39754010,1.male
5380,39754040,2.female
5381,39755010,1.male
5382,39755020,2.female
5383,39757010,1.male
5384,39757020,2.female
5385,39760010,1.male
5386,39760040,2.female
5387,39766010,2.female
5388,39775010,1.male
5389,39775020,2.female
5390,39776010,1.male
5391,39776040,2.female
5392,39777030,1.male
5393,39779020,2.female
5394,39779030,1.male
5395,39783020,2.female
5396,39783030,1.male
5397,39784010,1.male
5398,39784020,2.female
5399,39788010,1.male
5400,39788040,2.female
5401,39790020,2.female
5402,39790030,1.male
5403,39821010,1.male
5404,39821040,2.female
5405,39875010,1.male
5406,39875020,2.female
5407,39879010,1.male
5408,39879020,2.female
5409,39900010,1.male
5410,39900040,2.female
5411,39911010,2.female
5412,39914010,1.male
5413,39914020,2.female
5414,39929010,1.male
5415,39929020,2.female
5416,39937010,1.male
5417,39937020,2.female
5418,39939010,2.female
5419,39939020,1.male
5420,39951010,2.female
5421,39951020,1.male
5422,39956010,2.female
5423,39956020,1.male
5424,39958010,2.female
5425,39958040,1.male
5426,39965010,1.male
5427,39965020,2.female
5428,39969010,1.male
5429,39969020,2.female
5430,39970010,2.female
5431,39970020,1.male
5432,39972010,1.male
5433,39972020,2.female
5434,39973010,2.female
5435,39990010,1.male
5436,39995010,1.male
5437,39995040,2.female
5438,40002010,2.female
5439,40011010,1.male
5440,40011011,2.female
5441,40065010,1.male
5442,40065020,2.female
5443,40066010,2.female
5444,40081010,2.female
5445,40081020,1.male
5446,40083010,1.male
5447,40083040,2.female
5448,40108010,2.female
5449,40108040,1.male
5450,40111010,1.male
5451,40111040,2.female
5452,40115020,2.female
5453,40115030,1.male
5454,40123010,2.female
5455,40126010,2.female
5456,40126020,1.male
5457,40131010,1.male
5458,40147010,2.female
5459,40147020,1.male
5460,40148020,2.female
5461,40148030,1.male
5462,40153010,1.male
5463,40153020,2.female
5464,40155010,1.male
5465,40155020,2.female
5466,40158010,2.female
5467,40158011,1.male
5468,40158020,1.male
5469,40158021,2.female
5470,40180010,1.male
5471,40180011,2.female
5472,40219010,2.female
5473,40223010,1.male
5474,40223020,2.female
5475,40243010,2.female
5476,40243040,1.male
5477,40260010,1.male
5478,40260020,2.female
5479,40272010,2.female
5480,40276010,2.female
5481,40276020,1.male
5482,40277010,1.male
5483,40277020,2.female
5484,40279010,1.male
5485,40279040,2.female
5486,40280010,1.male
5487,40280040,2.female
5488,40284010,2.female
5489,40293020,1.male
5490,40293030,2.female
5491,40294010,1.male
5492,40294020,2.female
5493,40311010,2.female
5494,40311020,1.male
5495,40320010,1.male
5496,40323010,2.female
5497,40323020,1.male
5498,40323021,2.female
5499,40326010,2.female
5500,40376010,2.female
5501,40376020,1.male
5502,40381010,1.male
5503,40381040,2.female
5504,40388010,1.male
5505,40388020,2.female
5506,40398010,1.male
5507,40398011,2.female
5508,40398040,2.female
5509,40401010,2.female
5510,40401011,1.male
5511,40405010,1.male
5512,40405020,2.female
5513,40407020,1.male
5514,40407030,2.female
5515,40416010,2.female
5516,40416011,1.male
5517,40420010,2.female
5518,40435020,1.male
5519,40435030,2.female
5520,40438010,2.female
5521,40438040,1.male
5522,40440010,2.female
5523,40440020,1.male
5524,40441010,1.male
5525,40441020,2.female
5526,40447010,1.male
5527,40447020,2.female
5528,40455010,2.female
5529,40455020,1.male
5530,40475010,2.female
5531,40475020,1.male
5532,40480020,2.female
5533,40480030,1.male
5534,40503010,2.female
5535,40503020,1.male
5536,40519020,1.male
5537,40519030,2.female
5538,40526020,2.female
5539,40526030,1.male
5540,40552010,2.female
5541,40552020,1.male
5542,40560010,2.female
5543,40577010,1.male
5544,40577020,2.female
5545,40605020,2.female
5546,40605021,1.male
5547,40605030,1.male
5548,40608010,2.female
5549,40608011,1.male
5550,40609010,2.female
5551,40609020,1.male
5552,40610020,1.male
5553,40610030,2.female
5554,40617010,1.male
5555,40617020,2.female
5556,40621010,1.male
5557,40621020,2.female
5558,40623010,1.male
5559,40623020,2.female
5560,40632010,1.male
5561,40632040,2.female
5562,40635010,2.female
5563,40635020,1.male
5564,40651010,1.male
5565,40651040,2.female
5566,40651041,1.male
5567,40657020,1.male
5568,40657030,2.female
5569,40669020,2.female
5570,40669030,1.male
5571,40677010,1.male
5572,40677040,2.female
5573,40679020,1.male
5574,40679030,2.female
5575,40692010,2.female
5576,40692040,1.male
5577,40696010,2.female
5578,40696020,1.male
5579,40711010,2.female
5580,40711040,1.male
5581,40717010,2.female
5582,40717020,1.male
5583,40718010,1.male
5584,40718020,2.female
5585,40725010,2.female
5586,40725040,1.male
5587,40726010,2.female
5588,40731020,2.female
5589,40731030,1.male
5590,40737020,1.male
5591,40737030,2.female
5592,40757010,2.female
5593,40757020,1.male
5594,40761010,2.female
5595,40761040,1.male
5596,40778010,2.female
5597,40782020,1.male
5598,40782030,2.female
5599,40785010,2.female
5600,40785020,1.male
5601,40795020,1.male
5602,40795030,2.female
5603,40799020,2.female
5604,40799030,1.male
5605,40806010,1.male
5606,40806040,2.female
5607,40829010,1.male
5608,40829011,2.female
5609,40829040,2.female
5610,40835020,1.male
5611,40835030,2.female
5612,40870010,2.female
5613,40870011,1.male
5614,40870020,1.male
5615,40875010,1.male
5616,40875040,2.female
5617,40877010,1.male
5618,40888020,2.female
5619,40888030,1.male
5620,40905010,2.female
5621,40905020,1.male
5622,40908010,2.female
5623,40908011,1.male
5624,40913010,2.female
5625,40913020,1.male
5626,40917010,2.female
5627,40917011,1.male
5628,40918020,1.male
5629,40918030,2.female
5630,40919010,1.male
5631,40919020,2.female
5632,40928010,2.female
5633,40929020,1.male
5634,40929030,2.female
5635,40930010,2.female
5636,40939010,1.male
5637,40953010,2.female
5638,40953020,1.male
5639,40964020,2.female
5640,40964030,1.male
5641,40967010,1.male
5642,40983010,1.male
5643,40989030,2.female
5644,40990010,1.male
5645,40990020,2.female
5646,40993010,2.female
5647,40993040,1.male
5648,41018010,1.male
5649,41018020,2.female
5650,41027010,1.male
5651,41027020,2.female
5652,41028010,1.male
5653,41028040,2.female
5654,41035020,2.female
5655,41035030,1.male
5656,41037010,1.male
5657,41037040,2.female
5658,41043010,1.male
5659,41043040,2.female
5660,41046010,1.male
5661,41046020,2.female
5662,41047010,1.male
5663,41047011,2.female
5664,41047020,2.female
5665,41051010,1.male
5666,41051040,2.female
5667,41059010,1.male
5668,41059020,2.female
5669,41061010,2.female
5670,41067010,1.male
5671,41067040,2.female
5672,41072010,1.male
5673,41076010,2.female
5674,41076040,1.male
5675,41077010,1.male
5676,41077020,2.female
5677,41092010,2.female
5678,41092011,1.male
5679,41093010,1.male
5680,41098010,2.female
5681,41116020,2.female
5682,41116030,1.male
5683,41119010,1.male
5684,41119020,2.female
5685,41122020,2.female
5686,41122030,1.male
5687,41123020,2.female
5688,41123030,1.male
5689,41129010,1.male
5690,41129020,2.female
5691,41141010,1.male
5692,41141020,2.female
5693,41157010,2.female
5694,41157011,1.male
5695,41166010,2.female
5696,41170010,1.male
5697,41170040,2.female
5698,41173010,1.male
5699,41173020,2.female
5700,41179010,1.male
5701,41179040,2.female
5702,41186010,1.male
5703,41186020,2.female
5704,41188020,2.female
5705,41188030,1.male
5706,41189020,1.male
5707,41189030,2.female
5708,41193010,2.female
5709,41212010,2.female
5710,41217010,1.male
5711,41217040,2.female
5712,41220020,2.female
5713,41220030,1.male
5714,41221020,2.female
5715,41221030,1.male
5716,41222010,1.male
5717,41222040,2.female
5718,41227010,1.male
5719,41227020,2.female
5720,41229010,1.male
5721,41229020,2.female
5722,41232010,1.male
5723,41232040,2.female
5724,41238010,1.male
5725,41238040,2.female
5726,41240010,2.female
5727,41240040,1.male
5728,41248010,1.male
5729,41250010,2.female
5730,41269010,2.female
5731,41276010,1.male
5732,41283010,2.female
5733,41298010,2.female
5734,41306010,1.male
5735,41306040,2.female
5736,41307020,2.female
5737,41307030,1.male
5738,41309010,1.male
5739,41309020,2.female
5740,41313010,1.male
5741,41313040,2.female
5742,41314020,1.male
5743,41314030,2.female
5744,41325010,1.male
5745,41325040,2.female
5746,41326010,1.male
5747,41326020,2.female
5748,41331010,2.female
5749,41331040,1.male
5750,41335010,1.male
5751,41335020,2.female
5752,41342010,1.male
5753,41342020,2.female
5754,41349010,1.male
5755,41350010,1.male
5756,41350020,2.female
5757,41353020,1.male
5758,41353030,2.female
5759,41364020,1.male
5760,41364030,2.female
5761,41367010,1.male
5762,41367020,2.female
5763,41380010,1.male
5764,41380020,2.female
5765,41382010,1.male
5766,41382020,2.female
5767,41394010,1.male
5768,41394020,2.female
5769,41403010,2.female
5770,41403020,1.male
5771,41417010,1.male
5772,41417011,2.female
5773,41421010,1.male
5774,41421020,2.female
5775,41423010,1.male
5776,41423011,2.female
5777,41423040,2.female
5778,41423041,1.male
5779,41425010,1.male
5780,41425020,2.female
5781,41436010,1.male
5782,41436011,2.female
5783,41459010,1.male
5784,41459040,2.female
5785,41463010,1.male
5786,41463020,2.female
5787,41464010,1.male
5788,41464040,2.female
5789,41472010,2.female
5790,41474020,2.female
5791,41474030,1.male
5792,41480010,2.female
5793,41532010,1.male
5794,41532040,2.female
5795,41544010,1.male
5796,41544040,2.female
5797,41547010,2.female
5798,41554010,2.female
5799,41574010,2.female
5800,41574040,1.male
5801,41590010,1.male
5802,41590040,1.male
5803,41590041,1.male
5804,41590042,1.male
5805,41605010,2.female
5806,41605040,1.male
5807,41623010,2.female
5808,41635010,1.male
5809,41643010,1.male
5810,41643020,2.female
5811,41670010,2.female
5812,41670020,1.male
5813,41671020,2.female
5814,41671030,1.male
5815,41680010,1.male
5816,41680040,2.female
5817,41686020,2.female
5818,41686030,1.male
5819,41687010,1.male
5820,41687020,2.female
5821,41696020,1.male
5822,41696030,2.female
5823,41705010,2.female
5824,41705040,1.male
5825,41706010,1.male
5826,41706040,2.female
5827,41711020,1.male
5828,41711030,2.female
5829,41713010,2.female
5830,41713020,1.male
5831,41721010,2.female
5832,41721040,1.male
5833,41722010,2.female
5834,41722020,1.male
5835,41723010,1.male
5836,41723020,2.female
5837,41754010,2.female
5838,41777010,1.male
5839,41780010,2.female
5840,41780020,1.male
5841,41791010,1.male
5842,41791020,2.female
5843,41797010,2.female
5844,41797020,1.male
5845,41797021,2.female
5846,41798010,2.female
5847,41800010,2.female
5848,41802010,1.male
5849,41807020,2.female
5850,41807030,1.male
5851,41828010,1.male
5852,41828020,2.female
5853,41832020,1.male
5854,41832030,2.female
5855,41838010,1.male
5856,41838020,2.female
5857,41844010,1.male
5858,41844040,2.female
5859,41849010,1.male
5860,41849020,2.female
5861,41851010,2.female
5862,41852010,1.male
5863,41852040,2.female
5864,41855020,1.male
5865,41855030,2.female
5866,41855031,1.male
5867,41868020,1.male
5868,41868030,2.female
5869,41879010,1.male
5870,41879040,2.female
5871,41880010,2.female
5872,41886020,2.female
5873,41886030,1.male
5874,41896010,1.male
5875,41896040,2.female
5876,41899010,2.female
5877,41899020,1.male
5878,41901010,2.female
5879,41906010,2.female
5880,41907010,1.male
5881,41926010,1.male
5882,41926020,2.female
5883,41932010,2.female
5884,41941010,2.female
5885,41941020,1.male
5886,41942010,1.male
5887,41942040,2.female
5888,41946010,1.male
5889,41946020,2.female
5890,41950010,2.female
5891,41950020,1.male
5892,41953010,1.male
5893,41953040,2.female
5894,41977010,2.female
5895,41979010,1.male
5896,41979020,2.female
5897,41982010,2.female
5898,41994010,2.female
5899,42001010,2.female
5900,42005010,1.male
5901,42005040,2.female
5902,42011010,2.female
5903,42050010,2.female
5904,42050020,1.male
5905,42062010,1.male
5906,42062020,2.female
5907,42063020,2.female
5908,42063030,1.male
5909,42071010,2.female
5910,42098010,2.female
5911,42108010,2.female
5912,42108040,1.male
5913,42120010,2.female
5914,42123010,1.male
5915,42123011,2.female
5916,42123040,2.female
5917,42125010,2.female
5918,42125020,1.male
5919,42137010,1.male
5920,42137040,2.female
5921,42145010,2.female
5922,42145040,1.male
5923,42151010,1.male
5924,42151040,2.female
5925,42155010,2.female
5926,42155040,1.male
5927,42157020,1.male
5928,42157030,2.female
5929,42161020,2.female
5930,42161030,1.male
5931,42164010,1.male
5932,42164040,2.female
5933,42165010,2.female
5934,42165040,1.male
5935,42166010,1.male
5936,42166020,2.female
5937,42187010,1.male
5938,42187040,2.female
5939,42193010,2.female
5940,42199010,1.male
5941,42211010,1.male
5942,42229010,2.female
5943,42240010,2.female
5944,42241020,2.female
5945,42241030,1.male
5946,42245010,2.female
5947,42245020,1.male
5948,42248010,2.female
5949,42248040,1.male
5950,42259010,1.male
5951,42259020,2.female
5952,42263010,2.female
5953,42270010,2.female
5954,42277010,2.female
5955,42281010,1.male
5956,42282010,2.female
5957,42285010,2.female
5958,42286020,2.female
5959,42286030,1.male
5960,42290010,1.male
5961,42290020,2.female
5962,42291010,1.male
5963,42294020,2.female
5964,42294030,1.male
5965,42302010,2.female
5966,42302020,1.male
5967,42304010,1.male
5968,42304040,2.female
5969,42307010,2.female
5970,42311020,2.female
5971,42311030,1.male
5972,42313010,1.male
5973,42326010,2.female
5974,42326040,1.male
5975,42327010,1.male
5976,42327020,2.female
5977,42328010,2.female
5978,42336010,2.female
5979,42336020,1.male
5980,42337010,2.female
5981,42337020,1.male
5982,42355010,1.male
5983,42355020,2.female
5984,42357010,2.female
5985,42357040,1.male
5986,42366010,1.male
5987,42395010,2.female
5988,42402010,1.male
5989,42402040,2.female
5990,42407010,2.female
5991,42407020,1.male
5992,42419010,1.male
5993,42419040,2.female
5994,42478010,1.male
5995,42478040,2.female
5996,42491010,1.male
5997,42491020,2.female
5998,42493010,1.male
5999,42493020,2.female
6000,42496010,1.male
6001,42496020,2.female
6002,42499010,2.female
6003,42503010,2.female
6004,42503020,1.male
6005,42529020,1.male
6006,42529030,2.female
6007,42534020,2.female
6008,42534030,1.male
6009,42539010,2.female
6010,42540010,2.female
6011,42546010,2.female
6012,42546040,1.male
6013,42549010,2.female
6014,42551010,2.female
6015,42556010,2.female
6016,42559010,1.male
6017,42559040,2.female
6018,42565010,1.male
6019,42565040,2.female
6020,42568010,2.female
6021,42568040,1.male
6022,42583010,2.female
6023,42583040,1.male
6024,42603010,2.female
6025,42603020,1.male
6026,42633010,1.male
6027,42633020,2.female
6028,42633021,1.male
6029,42645010,1.male
6030,42645020,2.female
6031,42656010,1.male
6032,42667020,1.male
6033,42667030,2.female
6034,42683010,2.female
6035,42683020,1.male
6036,42683021,2.female
6037,42686010,2.female
6038,42686020,1.male
6039,42704010,1.male
6040,42704040,2.female
6041,42734010,2.female
6042,42739010,1.male
6043,42739020,2.female
6044,42753010,2.female
6045,42753020,1.male
6046,42754020,2.female
6047,42754030,1.male
6048,42758010,1.male
6049,42758011,2.female
6050,42764020,2.female
6051,42764030,1.male
6052,42767010,2.female
6053,42776010,1.male
6054,42776020,2.female
6055,42787010,2.female
6056,42814010,1.male
6057,42814020,2.female
6058,42824010,1.male
6059,42824020,2.female
6060,42828010,1.male
6061,42828040,2.female
6062,42833010,1.male
6063,42833040,2.female
6064,42840020,1.male
6065,42840030,2.female
6066,42842020,2.female
6067,42842030,1.male
6068,42844010,1.male
6069,42844020,2.female
6070,42846010,2.female
6071,42846011,1.male
6072,42846020,1.male
6073,42874010,2.female
6074,42884010,2.female
6075,42884040,1.male
6076,42887020,1.male
6077,42887030,2.female
6078,42913010,1.male
6079,42913020,2.female
6080,42938010,1.male
6081,42938011,2.female
6082,42938020,2.female
6083,42941020,2.female
6084,42941030,1.male
6085,42943010,2.female
6086,42943020,1.male
6087,42946010,1.male
6088,42946020,2.female
6089,42955010,2.female
6090,42973010,2.female
6091,42983010,2.female
6092,42983020,1.male
6093,43027010,2.female
6094,43027020,1.male
6095,43047010,2.female
6096,43047020,1.male
6097,43052010,2.female
6098,43075030,2.female
6099,43113020,2.female
6100,43113030,1.male
6101,43116010,1.male
6102,43116040,2.female
6103,43117010,2.female
6104,43117020,1.male
6105,43122010,2.female
6106,43129010,1.male
6107,43129020,2.female
6108,43131010,2.female
6109,43131040,1.male
6110,43135010,1.male
6111,43135020,2.female
6112,43151010,1.male
6113,43151011,2.female
6114,43151040,2.female
6115,43151041,1.male
6116,43179010,2.female
6117,43193010,1.male
6118,43193020,2.female
6119,43221010,2.female
6120,43221020,1.male
6121,43225010,2.female
6122,43231010,2.female
6123,43231020,1.male
6124,43257010,2.female
6125,43257020,1.male
6126,43277020,2.female
6127,43277030,1.male
6128,43284010,1.male
6129,43284020,2.female
6130,43292010,2.female
6131,43292040,1.male
6132,43295010,1.male
6133,43295011,2.female
6134,43295012,2.female
6135,43298010,2.female
6136,43298040,1.male
6137,43298041,2.female
6138,43318010,2.female
6139,43342010,2.female
6140,43345010,1.male
6141,43345020,2.female
6142,43347010,2.female
6143,43350010,2.female
6144,43354010,1.male
6145,43354040,2.female
6146,43362010,2.female
6147,43372010,1.male
6148,43372020,2.female
6149,43381010,1.male
6150,43381011,2.female
6151,43381040,2.female
6152,43381041,1.male
6153,43387010,1.male
6154,43407020,2.female
6155,43407030,1.male
6156,43407031,2.female
6157,43430010,2.female
6158,43430020,1.male
6159,43437010,1.male
6160,43437011,2.female
6161,43439010,1.male
6162,43439011,2.female
6163,43439040,2.female
6164,43451010,1.male
6165,43459010,2.female
6166,43459040,1.male
6167,43460010,2.female
6168,43460040,1.male
6169,43461010,1.male
6170,43466010,1.male
6171,43468010,2.female
6172,43468040,1.male
6173,43471010,2.female
6174,43471020,1.male
6175,43493010,1.male
6176,43493020,2.female
6177,43494010,2.female
6178,43494020,1.male
6179,43497010,2.female
6180,43512010,1.male
6181,43512020,2.female
6182,43513010,1.male
6183,43513040,2.female
6184,43520020,2.female
6185,43520030,1.male
6186,43525010,1.male
6187,43525020,2.female
6188,43532010,1.male
6189,43532020,2.female
6190,43544010,1.male
6191,43544040,2.female
6192,43560010,2.female
6193,43562010,2.female
6194,43564020,1.male
6195,43564030,2.female
6196,43586010,2.female
6197,43586020,1.male
6198,43587020,2.female
6199,43587030,1.male
6200,43601010,1.male
6201,43601020,2.female
6202,43603010,2.female
6203,43606020,1.male
6204,43606030,2.female
6205,43622010,2.female
6206,43622020,1.male
6207,43624010,2.female
6208,43624020,1.male
6209,43627010,2.female
6210,43627040,1.male
6211,43628010,1.male
6212,43628020,2.female
6213,43652010,1.male
6214,43652020,2.female
6215,43660010,2.female
6216,43686010,2.female
6217,43718010,1.male
6218,43718020,2.female
6219,43762010,2.female
6220,43762040,1.male
6221,43763010,1.male
6222,43763020,2.female
6223,43764010,2.female
6224,43764011,1.male
6225,43764012,1.male
6226,43764040,1.male
6227,43767020,2.female
6228,43767030,1.male
6229,43769010,1.male
6230,43769020,2.female
6231,43771010,1.male
6232,43771040,2.female
6233,43779010,1.male
6234,43779020,2.female
6235,43785010,1.male
6236,43785020,2.female
6237,43787010,1.male
6238,43787020,2.female
6239,43800020,2.female
6240,43800030,1.male
6241,43806010,2.female
6242,43806011,1.male
6243,43809010,1.male
6244,43809020,2.female
6245,43811020,2.female
6246,43811030,1.male
6247,43813010,2.female
6248,43813020,1.male
6249,43822010,1.male
6250,43822020,2.female
6251,43837010,1.male
6252,43837011,2.female
6253,43837020,2.female
6254,43849010,1.male
6255,43849020,2.female
6256,43851010,1.male
6257,43851020,2.female
6258,43856010,1.male
6259,43870010,2.female
6260,43870020,1.male
6261,43873010,2.female
6262,43879010,2.female
6263,43890010,2.female
6264,43890020,1.male
6265,43893020,1.male
6266,43893030,2.female
6267,43906010,2.female
6268,43906020,1.male
6269,43912010,1.male
6270,43912020,2.female
6271,43926010,1.male
6272,43926040,2.female
6273,43943010,2.female
6274,43943020,1.male
6275,43944010,1.male
6276,43944020,2.female
6277,43956010,2.female
6278,43956040,1.male
6279,43957010,1.male
6280,43958010,1.male
6281,43958020,2.female
6282,43965010,2.female
6283,43977010,1.male
6284,43977020,2.female
6285,43981010,1.male
6286,43981020,2.female
6287,43984010,2.female
6288,44003020,2.female
6289,44003030,1.male
6290,44027020,2.female
6291,44027030,1.male
6292,44041010,2.female
6293,44041011,1.male
6294,44046020,2.female
6295,44046030,1.male
