,hhidpn,r12sayret
28996,501334020,2.partly retired
28997,501335010,
28998,501336010,
28999,501337010,
29000,501337020,
29001,501338010,0.not retired
29002,501340010,0.not retired
29003,501340020,0.not retired
29004,501341010,
29005,501341020,1.completely retired
29006,501342010,1.completely retired
29007,501342020,
29008,501343010,
29009,501344010,1.completely retired
29010,501344020,
29011,501345010,
29012,501346010,0.not retired
29013,501347010,0.not retired
29014,501347020,0.not retired
29015,501349010,
29016,501349020,
29017,501350010,
29018,501351010,0.not retired
29019,501351020,
29020,501352010,2.partly retired
29021,501352020,0.not retired
29022,501354010,1.completely retired
29023,501354020,0.not retired
29024,501357010,0.not retired
29025,501358010,1.completely retired
29026,501358020,0.not retired
29027,501359010,0.not retired
29028,501359020,0.not retired
29029,501360010,2.partly retired
29030,501360020,0.not retired
29031,501360021,0.not retired
29032,501362010,2.partly retired
29033,501362020,
29034,501363010,1.completely retired
29035,501364010,0.not retired
29036,501364011,
29037,501364020,
29038,501366010,
29039,501366020,
29040,501368010,
29041,501369010,1.completely retired
29042,501374010,1.completely retired
29043,501375010,2.partly retired
29044,501375020,0.not retired
29045,501376010,0.not retired
29046,501377010,2.partly retired
29047,501378010,
29048,501379010,1.completely retired
29049,501381010,0.not retired
29050,501381020,0.not retired
29051,501382010,1.completely retired
29052,501382020,0.not retired
29053,501386010,0.not retired
29054,501387010,0.not retired
29055,501387020,1.completely retired
29056,501390010,
29057,501391010,
29058,501392010,0.not retired
29059,501392020,
29060,501394010,
29061,501395010,0.not retired
29062,501396010,
29063,501396020,0.not retired
29064,501397010,2.partly retired
29065,501397020,0.not retired
29066,501398010,1.completely retired
29067,501398020,
29068,501399010,
29069,501400010,0.not retired
29070,501400020,1.completely retired
29071,501401010,1.completely retired
29072,501401020,1.completely retired
29073,501402010,0.not retired
29074,501402020,
29075,501403010,0.not retired
29076,501403020,0.not retired
29077,501404010,
29078,501404020,
29079,501405010,2.partly retired
29080,501406010,2.partly retired
29081,501407010,1.completely retired
29082,501409010,
29083,501409020,0.not retired
29084,501410010,0.not retired
29085,501410020,0.not retired
29086,501412010,
29087,501413010,1.completely retired
29088,501413020,0.not retired
29089,501414010,3.question irrelevant
29090,501414020,0.not retired
29091,501415010,0.not retired
29092,501415020,
29093,501416010,0.not retired
29094,501416020,0.not retired
29095,501417010,1.completely retired
29096,501417020,1.completely retired
29097,501418010,
29098,501418020,
29099,501419010,0.not retired
29100,501419020,1.completely retired
29101,501420010,1.completely retired
29102,501420020,0.not retired
29103,501421010,1.completely retired
29104,501422010,2.partly retired
29105,501422020,
29106,501423010,
29107,501425010,2.partly retired
29108,501425020,1.completely retired
29109,501426010,1.completely retired
29110,501426011,0.not retired
29111,501427010,
29112,501428010,1.completely retired
29113,501429010,1.completely retired
29114,501429020,
29115,501430010,
29116,501430020,
29117,501431010,0.not retired
29118,501431020,0.not retired
29119,501433010,0.not retired
29120,501434010,0.not retired
29121,501435010,1.completely retired
29122,501436010,0.not retired
29123,501436020,0.not retired
29124,501437010,3.question irrelevant
29125,501438010,1.completely retired
29126,501438020,1.completely retired
29127,501439010,0.not retired
29128,501439020,
29129,501440010,1.completely retired
29130,501440020,2.partly retired
29131,501441010,0.not retired
29132,501443010,
29133,501443020,
29134,501444010,1.completely retired
29135,501444020,2.partly retired
29136,501445010,
29137,501446010,2.partly retired
29138,501446020,1.completely retired
29139,501448010,0.not retired
29140,501448020,
29141,501449010,0.not retired
29142,501449020,0.not retired
29143,501451010,0.not retired
29144,501451020,1.completely retired
29145,501452010,1.completely retired
29146,501454010,
29147,501458010,3.question irrelevant
29148,501459010,1.completely retired
29149,501459020,2.partly retired
29150,501460010,0.not retired
29151,501460020,
29152,501461010,1.completely retired
29153,501461020,0.not retired
29154,501463010,1.completely retired
29155,501463020,0.not retired
29156,501464010,2.partly retired
29157,501465010,0.not retired
29158,501465020,3.question irrelevant
29159,501466010,1.completely retired
29160,501466020,1.completely retired
29161,501467010,1.completely retired
29162,501467020,2.partly retired
29163,501468010,
29164,501468020,
29165,501469010,1.completely retired
29166,501470010,1.completely retired
29167,501470020,0.not retired
29168,501472010,2.partly retired
29169,501472020,2.partly retired
29170,501473010,1.completely retired
29171,501475010,0.not retired
29172,501475020,0.not retired
29173,501476010,
29174,501477010,0.not retired
29175,501477020,0.not retired
29176,501478010,0.not retired
29177,501478020,0.not retired
29178,501480010,
29179,501480020,1.completely retired
29180,501482010,
29181,501482020,
29182,501483010,2.partly retired
29183,501483020,
29184,501485010,0.not retired
29185,501485020,0.not retired
29186,501486010,1.completely retired
29187,501487010,0.not retired
29188,501487020,0.not retired
29189,501488010,
29190,501489010,
29191,501490010,2.partly retired
29192,501490011,1.completely retired
29193,501491010,0.not retired
29194,501491020,1.completely retired
29195,501492010,0.not retired
29196,501492020,1.completely retired
29197,501494010,1.completely retired
29198,501494020,
29199,501495010,0.not retired
29200,501495020,1.completely retired
29201,501496010,0.not retired
29202,501496011,
29203,501496020,
29204,501498010,
29205,501498020,0.not retired
29206,501499010,0.not retired
29207,501499011,
29208,501500010,0.not retired
29209,501500020,2.partly retired
29210,501501010,
29211,501501020,
29212,501502010,
29213,501503010,1.completely retired
29214,501504010,0.not retired
29215,501504020,2.partly retired
29216,501505010,0.not retired
29217,501505020,0.not retired
29218,501506010,
29219,501507010,1.completely retired
29220,501511010,2.partly retired
29221,501511020,1.completely retired
29222,501512010,
29223,501513010,0.not retired
29224,501513020,
29225,501515010,2.partly retired
29226,501515020,0.not retired
29227,501515021,0.not retired
29228,501516010,2.partly retired
29229,501516020,0.not retired
29230,501517010,0.not retired
29231,501517020,0.not retired
29232,501518010,2.partly retired
29233,501519010,1.completely retired
29234,501520010,0.not retired
29235,501520020,0.not retired
29236,501521010,1.completely retired
29237,501523010,0.not retired
29238,501523020,
29239,501524010,
29240,501526010,2.partly retired
29241,501526011,0.not retired
29242,501527010,
29243,501527020,
29244,501528010,0.not retired
29245,501528020,1.completely retired
29246,501530010,0.not retired
29247,501530020,0.not retired
29248,501531010,1.completely retired
29249,501532010,
29250,501532020,
29251,501533010,
29252,501533020,0.not retired
29253,501535010,0.not retired
29254,501535020,0.not retired
29255,501536010,2.partly retired
29256,501536020,0.not retired
29257,501537010,
29258,501537020,
29259,501538010,0.not retired
29260,501538020,2.partly retired
29261,501539010,1.completely retired
29262,501539020,0.not retired
29263,501540010,
29264,501540020,0.not retired
29265,501541010,0.not retired
29266,501541020,0.not retired
29267,501542010,
29268,501542020,
29269,501543010,1.completely retired
29270,501543020,0.not retired
29271,501544010,0.not retired
29272,501544020,
29273,501545010,0.not retired
29274,501545020,0.not retired
29275,501546010,0.not retired
29276,501546020,2.partly retired
29277,501547010,0.not retired
29278,501547020,
29279,501548010,0.not retired
29280,501548020,0.not retired
29281,501549010,
29282,501549020,
29283,501550010,2.partly retired
29284,501553010,2.partly retired
29285,501553020,0.not retired
29286,501554010,1.completely retired
29287,501554011,1.completely retired
29288,501555010,0.not retired
29289,501555020,0.not retired
29290,501556010,0.not retired
29291,501557010,2.partly retired
29292,501558010,
29293,501558020,
29294,501559020,0.not retired
29295,501561010,
29296,501562010,
29297,501563010,1.completely retired
29298,501563020,0.not retired
29299,501564010,1.completely retired
29300,501564020,1.completely retired
29301,501565010,2.partly retired
29302,501567010,
29303,501567020,0.not retired
29304,501568010,0.not retired
29305,501568020,1.completely retired
29306,501569010,2.partly retired
29307,501569020,0.not retired
29308,501571010,1.completely retired
29309,501571020,
29310,501573010,0.not retired
29311,501573020,0.not retired
29312,501574010,0.not retired
29313,501574020,3.question irrelevant
29314,501575010,0.not retired
29315,501575020,0.not retired
29316,501576010,
29317,501577010,0.not retired
29318,501578010,1.completely retired
29319,501579010,0.not retired
29320,501579011,1.completely retired
29321,501580010,0.not retired
29322,501580020,0.not retired
29323,501581010,
29324,501581020,2.partly retired
29325,501581021,0.not retired
29326,501582010,0.not retired
29327,501583010,
29328,501583020,
29329,501584010,2.partly retired
29330,501584020,
29331,501587010,1.completely retired
29332,501588010,0.not retired
29333,501588020,0.not retired
29334,501590010,3.question irrelevant
29335,501590020,1.completely retired
29336,501593010,
29337,501594010,
29338,501594020,
29339,501595010,1.completely retired
29340,501595020,1.completely retired
29341,501596010,1.completely retired
29342,501596020,2.partly retired
29343,501597010,0.not retired
29344,501597020,2.partly retired
29345,501599010,2.partly retired
29346,501599011,2.partly retired
29347,501600010,0.not retired
29348,501600020,1.completely retired
29349,501601010,0.not retired
29350,501601020,0.not retired
29351,501602010,1.completely retired
29352,501602020,0.not retired
29353,501603010,
29354,501603020,1.completely retired
29355,501604010,1.completely retired
29356,501604020,2.partly retired
29357,501605010,0.not retired
29358,501605020,1.completely retired
29359,501606010,1.completely retired
29360,501607010,
29361,501607020,
29362,501609010,1.completely retired
29363,501610010,1.completely retired
29364,501610020,0.not retired
29365,501611010,1.completely retired
29366,501611020,0.not retired
29367,501612010,2.partly retired
29368,501612020,0.not retired
29369,501613010,0.not retired
29370,501613020,0.not retired
29371,501614010,0.not retired
29372,501614011,0.not retired
29373,501614020,2.partly retired
29374,501614021,0.not retired
29375,501617010,0.not retired
29376,501617020,0.not retired
29377,501618010,
29378,501618020,
29379,501622010,1.completely retired
29380,501622020,2.partly retired
29381,501625010,2.partly retired
29382,501626010,
29383,501627010,0.not retired
29384,501627020,1.completely retired
29385,501628010,0.not retired
29386,501628020,0.not retired
29387,501629010,0.not retired
29388,501629020,0.not retired
29389,501630010,
29390,501630020,2.partly retired
29391,501631010,
29392,501632010,0.not retired
29393,501632020,2.partly retired
29394,501635010,1.completely retired
29395,501635020,1.completely retired
29396,501636010,1.completely retired
29397,501638010,
29398,501638020,2.partly retired
29399,501639010,2.partly retired
29400,501639011,0.not retired
29401,501641010,0.not retired
29402,501642010,
29403,501642020,0.not retired
29404,501643010,2.partly retired
29405,501643020,0.not retired
29406,501644010,
29407,501644020,
29408,501645010,1.completely retired
29409,501646010,0.not retired
29410,501647010,2.partly retired
29411,501647020,0.not retired
29412,501648010,0.not retired
29413,501648020,0.not retired
29414,501649010,1.completely retired
29415,501649020,0.not retired
29416,501650010,1.completely retired
29417,501650020,1.completely retired
29418,501651010,0.not retired
29419,501652010,0.not retired
29420,501652011,0.not retired
29421,501653010,0.not retired
29422,501653020,0.not retired
29423,501654010,1.completely retired
29424,501656010,0.not retired
29425,501656020,0.not retired
29426,501659010,1.completely retired
29427,501659020,2.partly retired
29428,501660010,1.completely retired
29429,501660020,1.completely retired
29430,501661010,0.not retired
29431,501661020,2.partly retired
29432,501662010,2.partly retired
29433,501662020,0.not retired
29434,501663010,0.not retired
29435,501663020,1.completely retired
29436,501664010,2.partly retired
29437,501664020,0.not retired
29438,501665010,0.not retired
29439,501665020,0.not retired
29440,501666010,1.completely retired
29441,501666020,1.completely retired
29442,501667010,1.completely retired
29443,501668010,
29444,501669010,
29445,501670010,
29446,501671010,0.not retired
29447,501671020,0.not retired
29448,501672010,
29449,501674010,0.not retired
29450,501674020,0.not retired
29451,501675010,2.partly retired
29452,501675020,0.not retired
29453,501676010,1.completely retired
29454,501677010,1.completely retired
29455,501677020,3.question irrelevant
29456,501678010,0.not retired
29457,501678020,0.not retired
29458,501680010,0.not retired
29459,501680020,0.not retired
29460,501682010,0.not retired
29461,501682011,0.not retired
29462,501683010,0.not retired
29463,501683011,0.not retired
29464,501683020,2.partly retired
29465,501683021,0.not retired
29466,501684010,2.partly retired
29467,501684020,0.not retired
29468,501685010,0.not retired
29469,501685020,1.completely retired
29470,501686010,0.not retired
29471,501686020,2.partly retired
29472,501688010,0.not retired
29473,501688020,1.completely retired
29474,501689010,2.partly retired
29475,501689020,2.partly retired
29476,501690010,
29477,501690020,1.completely retired
29478,501691010,
29479,501691020,0.not retired
29480,501691021,0.not retired
29481,501692010,1.completely retired
29482,501692020,2.partly retired
29483,501694010,
29484,501695010,1.completely retired
29485,501696010,1.completely retired
29486,501696011,2.partly retired
29487,501698010,1.completely retired
29488,501699010,0.not retired
29489,501699020,2.partly retired
29490,501700010,
29491,501700020,
29492,501701010,
29493,501701020,
29494,501704010,1.completely retired
29495,501705010,
29496,501705020,
29497,501706010,1.completely retired
29498,501707010,0.not retired
29499,501707020,0.not retired
29500,501708010,0.not retired
29501,501709010,0.not retired
29502,501709020,0.not retired
29503,501710010,0.not retired
29504,501710020,0.not retired
29505,501711010,1.completely retired
29506,501711020,1.completely retired
29507,501713010,
29508,501714010,
29509,501714011,
29510,501715010,1.completely retired
29511,501715011,1.completely retired
29512,501716010,
29513,501716020,
29514,501717010,2.partly retired
29515,501717020,1.completely retired
29516,501719010,0.not retired
29517,501720010,
29518,501721010,0.not retired
29519,501721020,3.question irrelevant
29520,501722010,1.completely retired
29521,501723010,2.partly retired
29522,501723011,0.not retired
29523,501724010,2.partly retired
29524,501725010,
29525,501726010,
29526,501726020,
29527,501728010,1.completely retired
29528,501729010,0.not retired
29529,501729020,
29530,501730010,2.partly retired
29531,501730020,0.not retired
29532,501732010,0.not retired
29533,501733010,0.not retired
29534,501734010,2.partly retired
29535,501736010,2.partly retired
29536,501737010,
29537,501737020,2.partly retired
29538,501738010,0.not retired
29539,501738020,1.completely retired
29540,501738021,0.not retired
29541,501739010,0.not retired
29542,501739020,1.completely retired
29543,501740010,
29544,501740011,0.not retired
29545,501741010,0.not retired
29546,501741020,1.completely retired
29547,501742010,1.completely retired
29548,501743010,2.partly retired
29549,501743020,2.partly retired
29550,501745010,0.not retired
29551,501745011,0.not retired
29552,501746010,1.completely retired
29553,501746020,1.completely retired
29554,501747010,2.partly retired
29555,501747020,2.partly retired
29556,501748010,1.completely retired
29557,501748020,2.partly retired
29558,501748021,1.completely retired
29559,501749010,0.not retired
29560,501749011,2.partly retired
29561,501750010,0.not retired
29562,501750020,0.not retired
29563,501754010,0.not retired
29564,501754020,0.not retired
29565,501755010,1.completely retired
29566,501755020,0.not retired
29567,501757010,
29568,501757020,0.not retired
29569,501758010,0.not retired
29570,501758020,0.not retired
29571,501759010,0.not retired
29572,501759020,
29573,501760010,1.completely retired
29574,501760020,3.question irrelevant
29575,501761010,1.completely retired
29576,501762010,0.not retired
29577,501762020,0.not retired
29578,501763010,
29579,501765010,
29580,501765020,
29581,501766010,2.partly retired
29582,501766011,0.not retired
29583,501767010,
29584,501768010,1.completely retired
29585,501768020,0.not retired
29586,501769010,1.completely retired
29587,501770010,0.not retired
29588,501770011,0.not retired
29589,501770020,
29590,501771010,
29591,501771020,0.not retired
29592,501772010,
29593,501772020,2.partly retired
29594,501772021,0.not retired
29595,501773010,
29596,501773020,0.not retired
29597,501774010,0.not retired
29598,501774020,0.not retired
29599,501775010,0.not retired
29600,501775020,1.completely retired
29601,501776010,0.not retired
29602,501779010,2.partly retired
29603,501779020,0.not retired
29604,501780010,
29605,501781010,0.not retired
29606,501781020,0.not retired
29607,501782010,1.completely retired
29608,501784010,
29609,501784020,
29610,501785010,0.not retired
29611,501785020,
29612,501786010,1.completely retired
29613,501786020,1.completely retired
29614,501787010,
29615,501787020,
29616,501788010,1.completely retired
29617,501788020,0.not retired
29618,501789010,0.not retired
29619,501790010,1.completely retired
29620,501790020,1.completely retired
29621,501791010,0.not retired
29622,501791020,
29623,501792010,
29624,501792020,0.not retired
29625,501793010,
29626,501795010,1.completely retired
29627,501795020,1.completely retired
29628,501796010,1.completely retired
29629,501796020,1.completely retired
29630,501797010,
29631,501797020,
29632,501798010,0.not retired
29633,501798011,0.not retired
29634,501803010,1.completely retired
29635,501803020,1.completely retired
29636,501804010,
29637,501806010,
29638,501807010,
29639,501809010,
29640,501810010,0.not retired
29641,501811010,
29642,501811020,
29643,501812010,2.partly retired
29644,501813010,2.partly retired
29645,501813020,0.not retired
29646,501814010,1.completely retired
29647,501814020,2.partly retired
29648,501815010,
29649,501815020,
29650,501816010,1.completely retired
29651,501817010,
29652,501817020,
29653,501818010,2.partly retired
29654,501818020,0.not retired
29655,501819010,
29656,501819020,0.not retired
29657,501821010,
29658,501821020,0.not retired
29659,501822020,1.completely retired
29660,501824010,0.not retired
29661,501825010,2.partly retired
29662,501825020,1.completely retired
29663,501826010,0.not retired
29664,501826020,0.not retired
29665,501827010,0.not retired
29666,501827020,0.not retired
29667,501828010,2.partly retired
29668,501828020,0.not retired
29669,501829010,
29670,501829020,
29671,501830010,1.completely retired
29672,501830020,1.completely retired
29673,501831010,1.completely retired
29674,501831020,
29675,501832010,0.not retired
29676,501832020,1.completely retired
29677,501833010,0.not retired
29678,501833011,
29679,501833012,0.not retired
29680,501834010,
29681,501834020,0.not retired
29682,501836010,
29683,501836020,
29684,501837010,
29685,501838010,0.not retired
29686,501839010,0.not retired
29687,501839011,0.not retired
29688,501840010,0.not retired
29689,501840020,0.not retired
29690,501841010,2.partly retired
29691,501841020,1.completely retired
29692,501842010,1.completely retired
29693,501842020,2.partly retired
29694,501843010,0.not retired
29695,501843011,1.completely retired
29696,501844010,0.not retired
29697,501845010,2.partly retired
29698,501846010,0.not retired
29699,501847010,
29700,501847020,
29701,501848010,3.question irrelevant
29702,501849010,
29703,501849020,
29704,501850010,
29705,501850020,
29706,501854010,
29707,501855010,
29708,501855020,1.completely retired
29709,501856010,1.completely retired
29710,501856020,1.completely retired
29711,501857010,0.not retired
29712,501857020,0.not retired
29713,501858010,0.not retired
29714,501859010,2.partly retired
29715,501859020,1.completely retired
29716,501861010,
29717,501861020,0.not retired
29718,501862010,1.completely retired
29719,501862011,0.not retired
29720,501863010,2.partly retired
29721,501863020,0.not retired
29722,501865010,
29723,501866010,0.not retired
29724,501867010,
29725,501867020,1.completely retired
29726,501868010,0.not retired
29727,501868020,0.not retired
29728,501869010,0.not retired
29729,501870010,1.completely retired
29730,501870020,1.completely retired
29731,501871010,0.not retired
29732,501871011,0.not retired
29733,501872010,0.not retired
29734,501872011,0.not retired
29735,501873010,2.partly retired
29736,501875010,1.completely retired
29737,501875020,2.partly retired
29738,501876010,
29739,501876011,
29740,501877010,
29741,501877020,
29742,501878010,1.completely retired
29743,501878020,2.partly retired
29744,501879010,0.not retired
29745,501879011,
29746,501880010,0.not retired
29747,501880011,0.not retired
29748,501881010,0.not retired
29749,501881020,0.not retired
29750,501882010,0.not retired
29751,501883010,0.not retired
29752,501884010,1.completely retired
29753,501888010,1.completely retired
29754,501888020,1.completely retired
29755,501889010,1.completely retired
29756,501889020,1.completely retired
29757,501890010,
29758,501890020,
29759,501891010,1.completely retired
29760,501892010,2.partly retired
29761,501892020,0.not retired
29762,501893010,1.completely retired
29763,501893020,0.not retired
29764,501894010,1.completely retired
29765,501894020,1.completely retired
29766,501895010,0.not retired
29767,501895020,0.not retired
29768,501896010,
29769,501896020,
29770,501897010,
29771,501897020,
29772,501899010,1.completely retired
29773,501899020,2.partly retired
29774,501900010,
29775,501901010,0.not retired
29776,501901011,1.completely retired
29777,501903010,0.not retired
29778,501903011,0.not retired
29779,501903020,2.partly retired
29780,501903021,1.completely retired
29781,501904010,2.partly retired
29782,501904020,1.completely retired
29783,501905010,0.not retired
29784,501905011,
29785,501906010,1.completely retired
29786,501906011,0.not retired
29787,501907010,2.partly retired
29788,501908010,1.completely retired
29789,501910010,0.not retired
29790,501910020,0.not retired
29791,501911010,1.completely retired
29792,501912010,0.not retired
29793,501912020,1.completely retired
29794,501913010,0.not retired
29795,501914010,
29796,501916010,
29797,501916020,0.not retired
29798,501917010,1.completely retired
29799,501917020,
29800,501918010,
29801,501919010,2.partly retired
29802,501921010,2.partly retired
29803,501922010,
29804,501922020,0.not retired
29805,501923010,
29806,501924010,0.not retired
29807,501927010,
29808,501927020,
29809,501928010,2.partly retired
29810,501928020,0.not retired
29811,501929010,
29812,501929020,
29813,501930010,1.completely retired
29814,501931010,
29815,501931020,3.question irrelevant
29816,501932010,1.completely retired
29817,501932020,2.partly retired
29818,501933010,1.completely retired
29819,501934010,
29820,501934020,
29821,501935010,1.completely retired
29822,501935011,0.not retired
29823,501937010,
29824,501937020,0.not retired
29825,501938010,1.completely retired
29826,501938011,1.completely retired
29827,501939010,0.not retired
29828,501939020,0.not retired
29829,501940010,
29830,501940020,2.partly retired
29831,501942010,1.completely retired
29832,501944010,3.question irrelevant
29833,501944020,2.partly retired
29834,501945010,1.completely retired
29835,501945020,1.completely retired
29836,501946010,1.completely retired
29837,501946020,
29838,501947010,
29839,501947020,2.partly retired
29840,501948010,1.completely retired
29841,501948011,1.completely retired
29842,501949010,1.completely retired
29843,501950010,2.partly retired
29844,501951010,0.not retired
29845,501951020,0.not retired
29846,501952010,
29847,501952020,
29848,501954010,2.partly retired
29849,501954020,0.not retired
29850,501955010,1.completely retired
29851,501956010,0.not retired
29852,501956020,0.not retired
29853,501958010,1.completely retired
29854,501958020,
29855,501960010,2.partly retired
29856,501960020,
29857,501961010,1.completely retired
29858,501961020,
29859,501964010,1.completely retired
29860,501966010,0.not retired
29861,501966020,
29862,501968010,
29863,501968020,0.not retired
29864,501969010,0.not retired
29865,501969020,1.completely retired
29866,501970010,1.completely retired
29867,501970020,0.not retired
29868,501971010,
29869,501971020,
29870,501972010,1.completely retired
29871,501973010,
29872,501974010,
29873,501975010,1.completely retired
29874,501976010,
29875,501977010,1.completely retired
29876,501977020,1.completely retired
29877,501978010,0.not retired
29878,501978020,0.not retired
29879,501979010,0.not retired
29880,501980020,
29881,501981010,2.partly retired
29882,501982010,1.completely retired
29883,501983010,2.partly retired
29884,501984010,
29885,501987010,1.completely retired
29886,501988010,2.partly retired
29887,501988020,0.not retired
29888,501989010,
29889,501990010,1.completely retired
29890,501990020,0.not retired
29891,501991010,1.completely retired
29892,501992010,
29893,501993010,2.partly retired
29894,501993020,
29895,501994010,1.completely retired
29896,501996010,1.completely retired
29897,501997010,0.not retired
29898,501997020,0.not retired
29899,501999010,2.partly retired
29900,501999020,0.not retired
29901,502000010,0.not retired
29902,502002010,2.partly retired
29903,502002011,0.not retired
29904,502003010,
29905,502003020,
29906,502004010,0.not retired
29907,502004020,0.not retired
29908,502005010,2.partly retired
29909,502006010,2.partly retired
29910,502007010,
29911,502008010,3.question irrelevant
29912,502009010,0.not retired
29913,502009020,0.not retired
29914,502010010,1.completely retired
29915,502010020,2.partly retired
29916,502011010,2.partly retired
29917,502011011,
29918,502012010,
29919,502012020,1.completely retired
29920,502015010,1.completely retired
29921,502016010,0.not retired
29922,502016020,0.not retired
29923,502017010,0.not retired
29924,502017020,
29925,502018010,1.completely retired
29926,502019010,0.not retired
29927,502019020,2.partly retired
29928,502021010,0.not retired
29929,502021020,2.partly retired
29930,502022010,0.not retired
29931,502022020,0.not retired
29932,502023010,
29933,502023020,0.not retired
29934,502024010,
29935,502025010,0.not retired
29936,502025020,0.not retired
29937,502026010,
29938,502027010,1.completely retired
29939,502028010,
29940,502029010,0.not retired
29941,502029020,1.completely retired
29942,502030010,0.not retired
29943,502030020,0.not retired
29944,502031010,0.not retired
29945,502033010,2.partly retired
29946,502033020,0.not retired
29947,502034010,0.not retired
29948,502035010,
29949,502039010,2.partly retired
29950,502039020,2.partly retired
29951,502040010,0.not retired
29952,502041010,0.not retired
29953,502041020,
29954,502042010,0.not retired
29955,502043010,0.not retired
29956,502043020,0.not retired
29957,502044010,0.not retired
29958,502044020,0.not retired
29959,502045010,1.completely retired
29960,502046010,
29961,502046020,0.not retired
29962,502048010,0.not retired
29963,502048020,0.not retired
29964,502049010,0.not retired
29965,502049020,1.completely retired
29966,502050010,1.completely retired
29967,502050020,0.not retired
29968,502051010,
29969,502052010,
29970,502053010,0.not retired
29971,502053020,1.completely retired
29972,502054010,1.completely retired
29973,502055010,0.not retired
29974,502057010,
29975,502057020,
29976,502058010,1.completely retired
29977,502059010,
29978,502060010,0.not retired
29979,502062010,1.completely retired
29980,502062020,1.completely retired
29981,502063010,0.not retired
29982,502064010,
29983,502065010,1.completely retired
29984,502065011,
29985,502066010,
29986,502067010,
29987,502067020,
29988,502068010,1.completely retired
29989,502068011,1.completely retired
29990,502069010,0.not retired
29991,502070010,2.partly retired
29992,502070020,1.completely retired
29993,502072010,1.completely retired
29994,502073010,0.not retired
29995,502073020,1.completely retired
29996,502075010,0.not retired
29997,502077010,0.not retired
29998,502077020,0.not retired
29999,502079010,
30000,502080010,1.completely retired
30001,502080020,
30002,502081010,0.not retired
30003,502081020,1.completely retired
30004,502082010,2.partly retired
30005,502084010,
30006,502084020,
30007,502085020,0.not retired
30008,502086010,1.completely retired
30009,502087010,2.partly retired
30010,502088010,0.not retired
30011,502088020,2.partly retired
30012,502091010,1.completely retired
30013,502091020,
30014,502093010,0.not retired
30015,502093020,0.not retired
30016,502094010,0.not retired
30017,502094020,1.completely retired
30018,502095010,
30019,502096010,
30020,502096020,
30021,502097010,0.not retired
30022,502097020,1.completely retired
30023,502100010,1.completely retired
30024,502101010,
30025,502102010,0.not retired
30026,502102020,0.not retired
30027,502103010,0.not retired
30028,502103020,0.not retired
30029,502104010,0.not retired
30030,502104020,0.not retired
30031,502107010,1.completely retired
30032,502108010,0.not retired
30033,502108020,0.not retired
30034,502109010,
30035,502113010,0.not retired
30036,502113020,0.not retired
30037,502114010,1.completely retired
30038,502115010,2.partly retired
30039,502115020,0.not retired
30040,502117010,2.partly retired
30041,502117020,0.not retired
30042,502118010,1.completely retired
30043,502118011,1.completely retired
30044,502118012,2.partly retired
30045,502120010,0.not retired
30046,502121010,
30047,502122010,1.completely retired
30048,502122020,
30049,502123010,2.partly retired
30050,502123020,0.not retired
30051,502124010,
30052,502124020,
30053,502125010,0.not retired
30054,502125011,
30055,502126010,
30056,502128010,
30057,502129010,0.not retired
30058,502129020,3.question irrelevant
30059,502130010,
30060,502130020,
30061,502131010,
30062,502132010,0.not retired
30063,502132020,0.not retired
30064,502133010,
30065,502133020,
30066,502134010,1.completely retired
30067,502136010,0.not retired
30068,502136020,0.not retired
30069,502137010,
30070,502137020,
30071,502138010,
30072,502138020,
30073,502139010,2.partly retired
30074,502140010,0.not retired
30075,502140020,1.completely retired
30076,502141010,
30077,502141020,
30078,502142010,1.completely retired
30079,502142020,1.completely retired
30080,502145010,
30081,502146010,1.completely retired
30082,502146020,
30083,502147010,1.completely retired
30084,502147020,1.completely retired
30085,502149010,0.not retired
30086,502149020,0.not retired
30087,502150010,1.completely retired
30088,502150020,1.completely retired
30089,502151010,
30090,502152010,1.completely retired
30091,502152020,1.completely retired
30092,502153010,0.not retired
30093,502153020,0.not retired
30094,502154020,
30095,502156010,2.partly retired
30096,502156020,0.not retired
30097,502157010,0.not retired
30098,502158010,
30099,502159010,
30100,502159020,
30101,502160010,0.not retired
30102,502161010,0.not retired
30103,502162010,
30104,502162011,0.not retired
30105,502163010,
30106,502163020,
30107,502164010,
30108,502164020,
30109,502165010,1.completely retired
30110,502166010,
30111,502168010,1.completely retired
30112,502168011,0.not retired
30113,502170010,0.not retired
30114,502170020,2.partly retired
30115,502171010,
30116,502171020,0.not retired
30117,502172010,
30118,502173010,
30119,502173020,0.not retired
30120,502174010,0.not retired
30121,502174020,0.not retired
30122,502175010,
30123,502177010,1.completely retired
30124,502178010,
30125,502178020,
30126,502179010,0.not retired
30127,502179020,2.partly retired
30128,502180010,1.completely retired
30129,502180020,0.not retired
30130,502181010,0.not retired
30131,502181020,0.not retired
30132,502182010,1.completely retired
30133,502182020,1.completely retired
30134,502183010,1.completely retired
30135,502183020,0.not retired
30136,502184010,
30137,502184020,
30138,502185010,1.completely retired
30139,502186010,1.completely retired
30140,502188010,2.partly retired
30141,502188011,0.not retired
30142,502189010,1.completely retired
30143,502190010,0.not retired
30144,502190020,
30145,502192010,
30146,502192020,0.not retired
30147,502192021,0.not retired
30148,502195010,
30149,502195020,0.not retired
30150,502196010,0.not retired
30151,502198010,1.completely retired
30152,502198020,0.not retired
30153,502200010,1.completely retired
30154,502200020,2.partly retired
30155,502201010,
