,hhidpn,r7lgmusa
2934,23140020,
2935,23160020,
2936,23160030,
2937,23161010,
2938,23164010,
2939,23164020,0.0
2940,23183010,4.0
2941,23183040,0.0
2942,23186010,0.0
2943,23186040,0.0
2944,23197010,1.0
2945,23197040,
2946,23199010,1.0
2947,23199020,0.0
2948,23201010,1.0
2949,23201040,0.0
2950,23212010,1.0
2951,23212020,1.0
2952,23245010,0.0
2953,23245020,1.0
2954,23254020,3.0
2955,23254030,2.0
2956,23254031,
2957,23258010,1.0
2958,23258020,1.0
2959,23264010,
2960,23264020,
2961,23283010,3.0
2962,23291010,
2963,23291020,2.0
2964,23294020,2.0
2965,23294030,3.0
2966,23296010,
2967,23303010,
2968,23303020,1.0
2969,23319010,3.0
2970,23323010,2.0
2971,23323020,
2972,23344010,0.0
2973,23344020,3.0
2974,23348010,3.0
2975,23348040,0.0
2976,23366010,0.0
2977,23366020,3.0
2978,23381010,0.0
2979,23387010,3.0
2980,23387020,
2981,23401010,1.0
2982,23401040,1.0
2983,23405010,
2984,23406010,0.0
2985,23406020,2.0
2986,23410010,
2987,23410011,
2988,23416010,
2989,23416011,
2990,23425010,0.0
2991,23425020,0.0
2992,23430010,4.0
2993,23453010,
2994,23453040,
2995,23454020,3.0
2996,23454030,1.0
2997,23458010,
2998,23461020,0.0
2999,23461030,
3000,23465010,
3001,23465040,
3002,23476010,
3003,23479020,0.0
3004,23479030,1.0
3005,23486010,0.0
3006,23486011,0.0
3007,23486020,
3008,23488010,2.0
3009,23488020,2.0
3010,23489010,0.0
3011,23489020,0.0
3012,23500010,0.0
3013,23500040,1.0
3014,23516010,0.0
3015,23516020,1.0
3016,23524020,1.0
3017,23524030,1.0
3018,23527020,0.0
3019,23527030,
3020,23529010,3.0
3021,23529020,4.0
3022,23548010,2.0
3023,23548020,0.0
3024,23572010,
3025,23581010,0.0
3026,23582010,
3027,23582020,
3028,23596010,
3029,23596020,
3030,23597010,1.0
3031,23597020,2.0
3032,23605020,0.0
3033,23605030,2.0
3034,23609010,
3035,23609020,
3036,23610010,
3037,23610040,
3038,23621010,
3039,23621020,
3040,23627020,
3041,23627030,3.0
3042,23639010,2.0
3043,23640010,3.0
3044,23641010,0.0
3045,23641040,3.0
3046,23677010,0.0
3047,23677011,0.0
3048,23677040,
3049,23678020,0.0
3050,23678030,0.0
3051,23685020,1.0
3052,23685030,0.0
3053,23698010,4.0
3054,23701020,4.0
3055,23701030,1.0
3056,23713020,3.0
3057,23713030,3.0
3058,23716010,4.0
3059,23716011,2.0
3060,23716020,
3061,23718010,4.0
3062,23718011,4.0
3063,23718040,
3064,23734010,
3065,23748010,3.0
3066,23748020,0.0
3067,23752010,4.0
3068,23752011,0.0
3069,23754020,1.0
3070,23754030,4.0
3071,23755010,
3072,23756010,1.0
3073,23756040,2.0
3074,23760010,
3075,23776010,2.0
3076,23801010,1.0
3077,23801011,3.0
3078,23801020,
3079,23807020,1.0
3080,23807030,0.0
3081,23817010,3.0
3082,23827010,3.0
3083,23827040,4.0
3084,23830010,3.0
3085,23831010,3.0
3086,23831040,4.0
3087,23844010,0.0
3088,23844040,
3089,23855020,
3090,23855030,
3091,23876010,4.0
3092,23884010,3.0
3093,23884040,4.0
3094,23886010,3.0
3095,23886020,2.0
3096,23890010,
3097,23890020,
3098,23899010,0.0
3099,23899020,0.0
3100,23901010,2.0
3101,23913010,4.0
3102,23913040,
3103,23919010,1.0
3104,23923020,3.0
3105,23923030,3.0
3106,23942010,1.0
3107,23942011,4.0
3108,23965010,
3109,23965020,3.0
3110,23965021,
3111,23967010,0.0
3112,23967011,0.0
3113,23967040,0.0
3114,23981010,4.0
3115,23990010,
3116,23990011,
3117,24005010,1.0
3118,24014010,0.0
3119,24014040,0.0
3120,24024010,0.0
3121,24026010,
3122,24026040,
3123,24039010,
3124,24039020,1.0
3125,24040010,
3126,24040011,0.0
3127,24050020,1.0
3128,24050030,3.0
3129,24055010,0.0
3130,24055040,3.0
3131,24056010,0.0
3132,24056020,0.0
3133,24058010,0.0
3134,24058011,0.0
3135,24061010,3.0
3136,24062010,
3137,24065010,0.0
3138,24065040,1.0
3139,24073010,
3140,24073020,
3141,24075010,0.0
3142,24075011,
3143,24075012,2.0
3144,24077010,0.0
3145,24078010,4.0
3146,24089020,2.0
3147,24089030,
3148,24093010,
3149,24103010,0.0
3150,24103020,0.0
3151,24107010,0.0
3152,24107020,
3153,24109010,1.0
3154,24109040,1.0
3155,24132010,0.0
3156,24132020,3.0
3157,24161010,3.0
3158,24168010,2.0
3159,24187010,1.0
3160,24187020,2.0
3161,24192010,
3162,24218010,1.0
3163,24218040,0.0
3164,24231010,0.0
3165,24231020,3.0
3166,24234010,
3167,24234011,
3168,24238010,0.0
3169,24238020,0.0
3170,24240010,0.0
3171,24240020,1.0
3172,24249020,4.0
3173,24249030,2.0
3174,24274010,3.0
3175,24274040,0.0
3176,24280030,0.0
3177,24280040,2.0
3178,24294020,
3179,24294030,
3180,24333010,
3181,24333040,0.0
3182,24338010,
3183,24338020,4.0
3184,24341010,1.0
3185,24341040,
3186,24366010,
3187,24366011,0.0
3188,24382010,0.0
3189,24382020,
3190,24397010,
3191,24397040,
3192,24400020,2.0
3193,24400030,
3194,24403010,
3195,24403020,
3196,24407010,1.0
3197,24407011,0.0
3198,24407020,
3199,24411010,
3200,24411020,
3201,24412010,
3202,24412040,1.0
3203,24416010,1.0
3204,24416020,2.0
3205,24417010,1.0
3206,24417020,1.0
3207,24420010,1.0
3208,24420020,2.0
3209,24440010,4.0
3210,24443010,2.0
3211,24443040,1.0
3212,24452010,
3213,24458020,
3214,24458030,
3215,24467010,
3216,24500020,4.0
3217,24500030,3.0
3218,24509010,
3219,24509020,1.0
3220,24511010,4.0
3221,24524020,
3222,24524030,
3223,24528010,2.0
3224,24528040,0.0
3225,24539010,1.0
3226,24539011,0.0
3227,24548010,3.0
3228,24551010,0.0
3229,24555010,
3230,24555040,
3231,24563010,2.0
3232,24577010,1.0
3233,24577020,1.0
3234,24582010,0.0
3235,24582040,0.0
3236,24597020,
3237,24597030,
3238,24610010,
3239,24621010,
3240,24628010,
3241,24628040,
3242,24650020,1.0
3243,24650030,0.0
3244,24660010,
3245,24660020,
3246,24684010,
3247,24684011,0.0
3248,24684040,2.0
3249,24684041,0.0
3250,24697020,2.0
3251,24697030,0.0
3252,24734010,3.0
3253,24734020,
3254,24741010,0.0
3255,24741011,2.0
3256,24741020,
3257,24753020,0.0
3258,24753030,1.0
3259,24769010,2.0
3260,24769020,2.0
3261,24838010,0.0
3262,24838040,0.0
3263,24843010,0.0
3264,24843040,2.0
3265,24880010,4.0
3266,24880020,0.0
3267,24884020,0.0
3268,24884030,
3269,24896010,1.0
3270,24896040,
3271,24896041,
3272,24897010,
3273,24902010,1.0
3274,24902020,3.0
3275,24902021,1.0
3276,24948010,
3277,24948040,
3278,24956020,0.0
3279,24956030,0.0
3280,24968010,0.0
3281,24968020,
3282,24977010,2.0
3283,24977020,0.0
3284,24978010,4.0
3285,24978020,0.0
3286,24988010,
3287,24988040,1.0
3288,25005020,
3289,25005030,
3290,25029010,0.0
3291,25029040,0.0
3292,25043010,0.0
3293,25043040,2.0
3294,25076010,
3295,25076020,
3296,25081010,0.0
3297,25081020,0.0
3298,25087010,1.0
3299,25087011,
3300,25087020,
3301,25092010,3.0
3302,25097010,0.0
3303,25097040,4.0
3304,25102010,1.0
3305,25102040,0.0
3306,25104010,1.0
3307,25104040,
3308,25105010,
3309,25105040,
3310,25112010,
3311,25116030,
3312,25119010,0.0
3313,25138010,
3314,25154010,
3315,25154020,
3316,25181010,
3317,25181020,2.0
3318,25203010,0.0
3319,25203020,1.0
3320,25206010,2.0
3321,25217010,1.0
3322,25220010,2.0
3323,25224010,
3324,25224020,
3325,25230030,
3326,25232010,
3327,25232020,
3328,25234010,1.0
3329,25234040,2.0
3330,25237010,1.0
3331,25245010,3.0
3332,25249010,
3333,25249020,
3334,25253010,3.0
3335,25253020,4.0
3336,25264010,
3337,25281010,
3338,25281020,
3339,25283010,
3340,25312010,
3341,25312040,3.0
3342,25322010,
3343,25322020,
3344,25337010,
3345,25343010,1.0
3346,25344020,3.0
3347,25344030,0.0
3348,25361010,1.0
3349,25361020,1.0
3350,25375010,2.0
3351,25383010,3.0
3352,25383040,0.0
3353,25391010,4.0
3354,25391011,3.0
3355,25392010,
3356,25392040,
3357,25399010,3.0
3358,25399040,1.0
3359,25400010,2.0
3360,25400011,1.0
3361,25400020,
3362,25402020,
3363,25402030,
3364,25411010,0.0
3365,25411040,2.0
3366,25509010,
3367,25510020,4.0
3368,25510030,0.0
3369,25513010,3.0
3370,25556010,4.0
3371,25556040,3.0
3372,25557010,2.0
3373,25557040,3.0
3374,25559010,1.0
3375,25559040,4.0
3376,25565010,0.0
3377,25565040,0.0
3378,25575010,2.0
3379,25575040,1.0
3380,25581010,1.0
3381,25581020,3.0
3382,25593010,1.0
3383,25593040,0.0
3384,25605010,
3385,25605040,
3386,25606020,0.0
3387,25606030,0.0
3388,25623010,0.0
3389,25623020,0.0
3390,25624010,0.0
3391,25624040,0.0
3392,25628010,
3393,25628040,
3394,25641010,2.0
3395,25641040,
3396,25671020,2.0
3397,25671030,0.0
3398,30091010,0.0
3399,30107010,1.0
3400,30107020,1.0
3401,30113010,4.0
3402,30118010,2.0
3403,30122010,4.0
3404,30146010,0.0
3405,30154010,
3406,30154040,
3407,30161020,
3408,30176010,1.0
3409,30176040,0.0
3410,30190010,1.0
3411,30201010,3.0
3412,30201040,
3413,30212010,2.0
3414,30212020,
3415,30219020,0.0
3416,30219030,2.0
3417,30225010,
3418,30226010,4.0
3419,30226020,4.0
3420,30229010,3.0
3421,30231010,
3422,30233010,0.0
3423,30233020,
3424,30237030,0.0
3425,30246010,1.0
3426,30248020,2.0
3427,30248030,2.0
3428,30254010,3.0
3429,30256010,
3430,30282010,
3431,30313010,2.0
3432,30313020,1.0
3433,30314010,0.0
3434,30314040,0.0
3435,30317010,
3436,30317040,
3437,30331010,1.0
3438,30333010,
3439,30406010,2.0
3440,30406040,2.0
3441,30423010,2.0
3442,30423020,0.0
3443,30442010,4.0
3444,30442040,4.0
3445,30480010,
3446,30487010,0.0
3447,30487020,
3448,30491020,0.0
3449,30491030,
3450,30523020,2.0
3451,30523030,2.0
3452,30534020,
3453,30534030,
3454,30545010,
3455,30545040,
3456,30551010,
3457,30577010,
3458,30580010,0.0
3459,30580011,
3460,30607010,
3461,30607020,
3462,30620040,
3463,30622010,2.0
3464,30622040,4.0
3465,30634010,
3466,30644010,1.0
3467,30644020,0.0
3468,30645010,0.0
3469,30649010,
3470,30649020,
3471,30652010,0.0
3472,30652020,1.0
3473,30681010,
3474,30681011,
3475,30681040,
3476,30683020,1.0
3477,30683030,0.0
3478,30687040,
3479,30693010,
3480,30693020,0.0
3481,30701010,0.0
3482,30706010,
3483,30732010,
3484,30732040,0.0
3485,30732041,
3486,30733020,
3487,30733030,
3488,30735010,
3489,30735020,
3490,30760010,0.0
3491,30760020,3.0
3492,30761010,0.0
3493,30761020,
3494,30766010,
3495,30769010,1.0
3496,30769020,0.0
3497,30775010,
3498,30781010,0.0
3499,30790010,0.0
3500,30790040,0.0
3501,30791010,
3502,30792010,
3503,30792040,
3504,30804020,2.0
3505,30804030,0.0
3506,30820010,0.0
3507,30820011,3.0
3508,30820020,
3509,30824010,
3510,30824020,
3511,30829010,
3512,30829011,3.0
3513,30842010,3.0
3514,30842040,3.0
3515,30862010,
3516,30873010,0.0
3517,30875010,0.0
3518,30891010,
3519,30892020,
3520,30892030,1.0
3521,30892031,
3522,30904010,1.0
3523,30904020,1.0
3524,30907010,
3525,30907020,0.0
3526,30915010,1.0
3527,30915040,2.0
3528,30932010,
3529,30932040,0.0
3530,30950010,0.0
3531,30950040,0.0
3532,30955010,
3533,30956010,0.0
3534,30958010,
3535,30971010,0.0
3536,30972010,0.0
3537,30980010,
3538,31000010,1.0
3539,31000020,
3540,31014010,
3541,31014020,
3542,31018010,
3543,31018040,
3544,31019010,1.0
3545,31019040,2.0
3546,31051010,3.0
3547,31059020,4.0
3548,31059030,0.0
3549,31059031,2.0
3550,31061010,1.0
3551,31061011,3.0
3552,31126010,3.0
3553,31126020,4.0
3554,31135010,0.0
3555,31135040,0.0
3556,31168010,1.0
3557,31208010,0.0
3558,31208020,0.0
3559,31209010,0.0
3560,31209040,0.0
3561,31210010,
3562,31210020,
3563,31212010,0.0
3564,31212040,0.0
3565,31216010,0.0
3566,31232010,0.0
3567,31232020,0.0
3568,31252010,
3569,31252011,
3570,31274010,0.0
3571,31274011,0.0
3572,31300010,2.0
3573,31300040,4.0
3574,31303010,0.0
3575,31303020,4.0
3576,31318010,0.0
3577,31318011,2.0
3578,31318040,
3579,31326010,2.0
3580,31326020,
3581,31333010,3.0
3582,31333020,
3583,31337010,0.0
3584,31337040,1.0
3585,31347010,
3586,31347020,1.0
3587,31354010,
3588,31355010,
3589,31355020,1.0
3590,31355021,2.0
3591,31369010,
3592,31378010,1.0
3593,31378040,
3594,31379010,1.0
3595,31408010,0.0
3596,31408020,0.0
3597,31424010,0.0
3598,31425010,3.0
3599,31425020,4.0
3600,31450010,3.0
3601,31450011,
3602,31450040,
3603,31460010,0.0
3604,31488020,
3605,31488030,
3606,31491010,4.0
3607,31513010,
3608,31514010,0.0
3609,31514020,2.0
3610,31552010,0.0
3611,31552040,0.0
3612,31568010,2.0
3613,31579010,0.0
3614,31579020,1.0
3615,31590010,0.0
3616,31590040,0.0
3617,31592020,
3618,31592030,
3619,31598020,1.0
3620,31598030,1.0
3621,31599010,4.0
3622,31599040,0.0
3623,31605010,2.0
3624,31605040,2.0
3625,31607010,
3626,31607040,2.0
3627,31608010,1.0
3628,31608020,4.0
3629,31626020,1.0
3630,31626030,3.0
3631,31628010,4.0
3632,31632010,2.0
3633,31632020,0.0
3634,31633020,1.0
3635,31633030,0.0
3636,31646010,0.0
3637,31646011,
3638,31670010,0.0
3639,31686010,
3640,31686040,1.0
3641,31714010,4.0
3642,31714011,0.0
3643,31766020,3.0
3644,31766030,0.0
3645,31770020,4.0
3646,31770030,0.0
3647,31789020,0.0
3648,31789030,
3649,31810010,0.0
3650,31810040,2.0
3651,31813010,0.0
3652,31813020,2.0
3653,31815020,
3654,31815030,2.0
3655,31821020,
3656,31821030,
3657,31824010,
3658,31824040,0.0
3659,31830010,2.0
3660,31831020,
3661,31831030,
3662,31833010,0.0
3663,31833020,2.0
3664,31836010,1.0
3665,31840010,
3666,31840020,
3667,31846010,
3668,31846020,
3669,31847010,0.0
3670,31865010,2.0
3671,31865040,2.0
3672,31867020,2.0
3673,31867030,0.0
3674,31879010,2.0
3675,31879020,0.0
3676,31883020,0.0
3677,31883030,0.0
3678,31890010,1.0
3679,31890040,4.0
3680,31891010,1.0
3681,31891020,0.0
3682,31902010,1.0
3683,31902020,3.0
3684,31912020,2.0
3685,31912030,
3686,31913010,
3687,31913020,
3688,31917010,0.0
3689,31917040,2.0
3690,31918020,0.0
3691,31918021,2.0
3692,31918022,
3693,31918030,3.0
3694,31919010,1.0
3695,31919040,0.0
3696,31923010,0.0
3697,31923020,0.0
3698,31929010,1.0
3699,31929020,3.0
3700,31946020,3.0
3701,31946030,
3702,31960010,
3703,31995010,1.0
3704,32014010,3.0
3705,32014040,4.0
3706,32043010,0.0
3707,32048010,0.0
3708,32048040,1.0
3709,32053020,
3710,32053030,1.0
3711,32058010,
3712,32058011,
3713,32058040,1.0
3714,32084010,
3715,32085010,0.0
3716,32093010,4.0
3717,32119010,2.0
3718,32119020,0.0
3719,32122010,1.0
3720,32126020,
3721,32126030,
3722,32142010,3.0
3723,32148020,0.0
3724,32148030,0.0
3725,32157010,1.0
3726,32157020,2.0
3727,32181010,0.0
3728,32181040,4.0
3729,32185010,2.0
3730,32185040,2.0
3731,32188010,2.0
3732,32202010,0.0
3733,32202040,
3734,32209020,0.0
3735,32209030,
3736,32209031,1.0
3737,32210010,3.0
3738,32210011,2.0
3739,32210040,
3740,32214010,0.0
3741,32214020,3.0
3742,32215010,0.0
3743,32215020,3.0
3744,32228010,2.0
3745,32228040,3.0
3746,32235010,
3747,32236020,2.0
3748,32236030,0.0
3749,32248010,1.0
3750,32255010,0.0
3751,32255020,0.0
3752,32256010,1.0
3753,32256020,1.0
3754,32260010,0.0
3755,32260020,1.0
3756,32264010,0.0
3757,32264020,0.0
3758,32265010,3.0
3759,32265020,1.0
3760,32266010,0.0
3761,32266020,0.0
3762,32282010,0.0
3763,32282020,
3764,32308010,
3765,32312010,
3766,32312020,
3767,32321010,3.0
3768,32321020,2.0
3769,32360010,
3770,32360011,
3771,32361010,1.0
3772,32361011,1.0
3773,32372010,4.0
3774,32372020,2.0
3775,32372021,
3776,32373020,0.0
3777,32373030,
3778,32378010,2.0
3779,32378040,1.0
3780,32379010,0.0
3781,32379020,0.0
3782,32398010,0.0
3783,32398020,0.0
3784,32399020,2.0
3785,32399030,2.0
3786,32414010,
3787,32420010,
3788,32420020,
3789,32421010,
3790,32441010,
3791,32441020,0.0
3792,32443010,0.0
3793,32443020,2.0
3794,32449010,1.0
3795,32449040,0.0
3796,32453010,
3797,32453011,
3798,32453040,
3799,32457010,
3800,32463010,2.0
3801,32463040,2.0
3802,32480010,1.0
3803,32480040,1.0
3804,32481010,1.0
3805,32481040,0.0
3806,32482010,
3807,32484020,0.0
3808,32484030,
3809,32529010,0.0
3810,32532010,
3811,32532020,
3812,32538010,
3813,32538020,
3814,32542010,2.0
3815,32542040,0.0
3816,32552010,1.0
3817,32558010,
3818,32558020,
3819,32568010,
3820,32570020,
3821,32570030,
3822,32572010,
3823,32573010,
3824,32622020,3.0
3825,32622030,0.0
3826,32628010,
3827,32628040,
3828,32634020,0.0
3829,32634021,
3830,32634030,4.0
3831,32634031,
3832,32638010,1.0
3833,32658010,
3834,32661010,
3835,32664020,2.0
3836,32664030,0.0
3837,32669020,3.0
3838,32669030,3.0
3839,32676020,
3840,32676030,
3841,32678010,3.0
3842,32685010,4.0
3843,32687010,0.0
3844,32696020,2.0
3845,32696030,3.0
3846,32699010,
3847,32699020,
3848,32700010,2.0
3849,32700011,2.0
3850,32700020,0.0
3851,32701010,
3852,32701040,
3853,32727010,0.0
3854,32731010,0.0
3855,32731040,1.0
3856,32742010,3.0
3857,32742020,0.0
3858,32750010,0.0
3859,32753010,0.0
3860,32760020,
3861,32760030,0.0
3862,32786010,1.0
3863,32786020,0.0
3864,32800010,3.0
3865,32800040,
3866,32801010,1.0
3867,32809010,3.0
3868,32809040,0.0
3869,32821010,0.0
3870,32821020,1.0
3871,32825020,
3872,32825030,
3873,32830010,
3874,32835010,
3875,32835020,
3876,32845010,0.0
3877,32845011,2.0
3878,32846020,1.0
3879,32846030,0.0
3880,32852010,2.0
3881,32855010,0.0
3882,32855020,0.0
3883,32857010,3.0
3884,32857040,2.0
3885,32858010,0.0
3886,32859010,0.0
3887,32859020,4.0
3888,32860010,3.0
3889,32860020,0.0
3890,32877010,0.0
3891,32877020,2.0
3892,32878010,0.0
3893,32878040,0.0
3894,32891020,1.0
3895,32891030,0.0
3896,32895010,2.0
3897,32895020,3.0
3898,32904010,3.0
3899,32908010,
3900,32908020,
3901,32909010,
3902,32909040,
3903,32915010,
3904,32915020,
3905,32916010,0.0
3906,32916040,0.0
3907,32918010,1.0
3908,32918040,0.0
3909,32919020,0.0
3910,32919030,0.0
3911,32921010,2.0
3912,32921020,1.0
3913,32929010,
3914,32930010,1.0
3915,32930020,
3916,32937010,0.0
3917,32937040,3.0
3918,32943010,3.0
3919,32943020,0.0
3920,32945010,4.0
3921,32945020,0.0
3922,32947010,0.0
3923,32947020,
3924,32949010,
3925,32949020,0.0
3926,32953020,
3927,32953030,
3928,32956010,0.0
3929,32956020,1.0
3930,32979010,1.0
3931,32979020,0.0
3932,32982020,
3933,32985020,0.0
3934,32985030,1.0
3935,32991010,0.0
3936,32991020,4.0
3937,32993010,
3938,32996010,2.0
3939,33000010,
3940,33000020,
3941,33004010,
3942,33004040,1.0
3943,33006010,0.0
3944,33006020,0.0
3945,33014010,0.0
3946,33027010,1.0
3947,33028010,0.0
3948,33028020,2.0
3949,33030010,3.0
3950,33030020,3.0
3951,33069010,
3952,33069011,0.0
3953,33073010,0.0
3954,33073020,1.0
3955,33081010,
3956,33094010,
3957,33094040,2.0
3958,33109010,0.0
3959,33110020,1.0
3960,33110030,3.0
3961,33116010,
3962,33116040,1.0
3963,33121010,0.0
3964,33128010,
3965,33137010,
3966,33138010,0.0
3967,33138040,1.0
3968,33140010,
3969,33140040,
3970,33144010,1.0
3971,33144020,
3972,33153020,
3973,33153030,
3974,33159010,
3975,33164010,
3976,33164040,
3977,33167010,1.0
3978,33167040,2.0
3979,33179010,3.0
3980,33179040,2.0
3981,33183010,1.0
3982,33183040,2.0
3983,33190010,2.0
3984,33190020,1.0
3985,33197010,1.0
3986,33197040,3.0
3987,33200020,1.0
3988,33200030,2.0
3989,33214010,4.0
3990,33214040,4.0
3991,33217010,4.0
3992,33217040,4.0
3993,33221020,0.0
3994,33221030,0.0
3995,33230010,0.0
3996,33230020,2.0
3997,33237010,2.0
3998,33237040,0.0
3999,33239020,0.0
4000,33239030,2.0
4001,33242010,2.0
4002,33242020,3.0
4003,33276020,0.0
4004,33276030,2.0
4005,33288010,2.0
4006,33288040,
4007,33301010,0.0
4008,33302020,0.0
4009,33302030,0.0
4010,33303020,0.0
4011,33303030,0.0
4012,33316010,
4013,33316020,1.0
4014,33317010,
4015,33317020,
4016,33320010,3.0
4017,33320020,1.0
4018,33321010,
4019,33321020,
4020,33322010,
4021,33322040,1.0
4022,33345010,
4023,33349010,
4024,33349011,
4025,33375010,1.0
4026,33375011,0.0
4027,33378010,
4028,33378020,
4029,33386010,
4030,33387010,2.0
4031,33387020,4.0
4032,33390010,3.0
4033,33392010,2.0
4034,33392020,1.0
4035,33401020,
4036,33401030,
4037,33404020,3.0
4038,33404030,4.0
4039,33415010,0.0
4040,33415020,0.0
4041,33419010,1.0
4042,33419040,
4043,33493010,0.0
4044,33493011,
4045,33500010,3.0
4046,33501010,
4047,33502010,0.0
4048,33502040,0.0
4049,33504010,0.0
4050,33508030,
4051,33508040,
4052,33511010,0.0
4053,33511020,4.0
4054,33513020,0.0
4055,33513021,0.0
4056,33513030,0.0
4057,33513031,0.0
4058,33518020,1.0
4059,33518030,0.0
4060,33523030,0.0
4061,33527020,2.0
4062,33527030,1.0
4063,33530010,4.0
4064,33533010,0.0
4065,33533040,0.0
4066,33534020,1.0
4067,33534030,
4068,33535010,
4069,33535020,
4070,33542010,0.0
4071,33542040,0.0
4072,33544010,0.0
4073,33544020,
4074,33553010,0.0
4075,33554010,2.0
4076,33558020,2.0
4077,33558030,1.0
4078,33561010,0.0
4079,33562010,1.0
4080,33566010,0.0
4081,33566020,1.0
4082,33566021,
4083,33566022,
4084,33583010,
4085,33583040,1.0
4086,33600010,0.0
4087,33600020,1.0
4088,33604010,3.0
4089,33604040,0.0
4090,33605010,0.0
4091,33605020,0.0
4092,33643010,0.0
4093,33643011,
4094,33643040,0.0
4095,33644010,
4096,33649010,
4097,33649020,
4098,33651010,3.0
4099,33651040,0.0
4100,33677010,0.0
4101,33677020,0.0
4102,33700010,3.0
4103,33700020,0.0
4104,33703010,
4105,33748010,0.0
4106,33748020,2.0
4107,33769010,
4108,33769040,
4109,33780010,1.0
4110,33780020,3.0
4111,33808010,
4112,33808011,
4113,33827010,0.0
4114,33827020,2.0
4115,33832010,1.0
4116,33833010,2.0
4117,33842020,
4118,33842030,1.0
4119,33842031,
4120,33857020,1.0
4121,33857030,1.0
4122,33860010,
4123,33860040,
4124,33866010,0.0
4125,33866040,0.0
4126,33867010,0.0
4127,33867020,0.0
4128,33879010,2.0
4129,33879020,
4130,33884010,2.0
4131,33884020,1.0
4132,33885010,
4133,33885040,
4134,33888010,0.0
4135,33888011,
4136,33888012,
4137,33889010,
4138,33889020,1.0
4139,33902010,
4140,33902040,
4141,33914010,2.0
4142,33935010,
4143,33935020,0.0
4144,33938010,2.0
4145,33938020,0.0
4146,33940020,1.0
4147,33940030,1.0
4148,33941010,1.0
4149,33944030,3.0
4150,33944040,0.0
4151,33945010,
4152,33945020,
4153,33951010,0.0
4154,33951040,2.0
4155,33995010,
4156,33996010,
4157,34016010,0.0
4158,34024010,
4159,34024020,
4160,34026010,
4161,34026040,0.0
4162,34026041,
4163,34034010,0.0
4164,34034011,
4165,34035010,
4166,34035020,
4167,34049010,1.0
4168,34049020,0.0
4169,34050010,0.0
4170,34050040,1.0
4171,34086010,
4172,34086011,
4173,34089020,0.0
4174,34089030,0.0
4175,34093010,
4176,34093040,
4177,34095010,0.0
4178,34095040,0.0
4179,34096010,
4180,34096020,0.0
4181,34124020,
4182,34124030,
4183,34126010,0.0
4184,34126040,1.0
4185,34130010,0.0
4186,34130040,0.0
4187,34135010,3.0
4188,34140010,
4189,34148010,
4190,34148020,
4191,34153010,
4192,34153020,
4193,34161010,1.0
4194,34161020,2.0
4195,34163010,
4196,34200010,2.0
4197,34213010,
4198,34213020,
4199,34222010,0.0
4200,34222020,3.0
4201,34223010,0.0
4202,34231010,4.0
4203,34235010,2.0
4204,34237010,2.0
4205,34237011,
4206,34270010,0.0
4207,34270020,0.0
4208,34274020,0.0
4209,34274030,3.0
4210,34276010,0.0
4211,34276020,0.0
4212,34277010,3.0
4213,34279010,2.0
4214,34279020,0.0
4215,34285010,2.0
4216,34285040,1.0
4217,34287010,0.0
4218,34287040,2.0
4219,34290010,3.0
4220,34290020,4.0
4221,34291020,0.0
4222,34291030,1.0
4223,34293010,
4224,34297010,
4225,34319010,0.0
4226,34319040,1.0
4227,34320010,
4228,34320040,
4229,34338010,0.0
4230,34338020,0.0
4231,34350010,2.0
4232,34350020,0.0
4233,34353010,0.0
4234,34353020,0.0
4235,34356010,
4236,34356040,
4237,34360010,4.0
4238,34360020,3.0
4239,34366010,
4240,34366020,
4241,34371010,1.0
4242,34371020,4.0
4243,34390010,2.0
4244,34390040,3.0
4245,34395010,0.0
4246,34395020,
4247,34412010,0.0
4248,34412011,0.0
4249,34437010,4.0
4250,34437020,1.0
4251,34470010,0.0
4252,34470040,0.0
4253,34476020,
4254,34476030,0.0
4255,34485010,0.0
4256,34485020,0.0
4257,34497010,1.0
4258,34497020,2.0
4259,34501010,
4260,34501020,
4261,34523010,0.0
4262,34523040,0.0
4263,34524020,0.0
4264,34524030,0.0
4265,34525010,
4266,34525020,
4267,34533010,2.0
4268,34534010,
4269,34577010,2.0
4270,34624020,0.0
4271,34624030,2.0
4272,34625010,
4273,34644010,0.0
4274,34644011,1.0
4275,34667020,
4276,34667030,1.0
4277,34667031,
4278,34668010,0.0
4279,34668020,2.0
4280,34678010,2.0
4281,34678040,0.0
4282,34682020,
4283,34682030,0.0
4284,34684010,
4285,34684040,
4286,34710010,2.0
4287,34710011,
4288,34720010,
4289,34720040,0.0
4290,34728010,
4291,34728020,0.0
4292,34738010,4.0
4293,34750010,
4294,34750020,
4295,34753010,0.0
4296,34756020,1.0
4297,34756030,2.0
4298,34756031,
4299,34760010,1.0
4300,34760040,2.0
4301,34763010,4.0
4302,34763040,
4303,34763041,
4304,34765020,0.0
4305,34765030,
4306,34768010,1.0
4307,34768040,0.0
4308,34769010,0.0
4309,34769020,0.0
4310,34795010,0.0
4311,34795040,
4312,34803010,
4313,34823010,
4314,34836010,1.0
4315,34836011,4.0
4316,34836020,
4317,34845010,
4318,34845040,
4319,34848010,0.0
4320,34855010,0.0
4321,34863010,1.0
4322,34874010,1.0
4323,34874040,0.0
4324,34884010,0.0
4325,34884020,0.0
4326,34936010,
4327,34938010,0.0
4328,34938020,0.0
4329,34943010,
4330,34948010,
4331,34954010,
